SomaID	num_samples	BETA	SE	P	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol
X25416.5	2077	-0.0186775984626566	0.0396167627908442	0.637364692668973	Periaxin	PRAX	Q9BXM0	57716	PRX
X25419.59	2102	0.0391744595877571	0.0404256619735946	0.332633690032351	Sperm protein associated with the nucleus on the X chromosome N4	SPXN4	Q5MJ08	441525	SPANXN4
X25422.58	2115	-0.0236027420068355	0.0390531353311511	0.545660053772952	Ribonuclease P protein subunit p40	RPP40	O75818	10799	RPP40
X25424.234	2084	0.00535405726172486	0.0374531411651764	0.886340934533689	Synaptotagmin-12	SYT12	Q8IV01	91683	SYT12
X25428.103	2135	-0.0376942140996347	0.0396042995364788	0.341322525300454	Interferon-related developmental regulator 1	IFRD1	O00458	3475	IFRD1
X25433.25	1966	-0.0369632024991357	0.0412846541445108	0.370724427728534	Putative methyltransferase NSUN6	NSUN6	Q8TEA1	221078	NSUN6
X25437.18	2034	-0.000604914425688005	0.0365135834569716	0.986783833784081	Ankyrin repeat and MYND domain-containing protein 2	ANKY2	Q8IV38	57037	ANKMY2
X25438.288	2110	0.00868338429274261	0.0377856895796329	0.818264992567259	5'-nucleotidase domain-containing protein 1	NT5D1	Q5TFE4	221294	NT5DC1
X25444.29	2117	-0.0129131218781269	0.0386579923877711	0.738386720576244	Type I inositol 1,4,5-trisphosphate 5-phosphatase	I5P1	Q14642	3632	INPP5A
X25446.34	1966	0.0069815803074123	0.0396486972427785	0.860244799490755	Protein DDI1 homolog 2	DDI2	Q5TDH0	84301	DDI2
X25451.39	2106	0.0458830336083402	0.0353268183467576	0.194151355712366	Transcriptional coactivator YAP1	YAP1	P46937	10413	YAP1
X25452.16	2112	-0.0019621454853302	0.0398880539517437	0.960771557636968	Myb/SANT-like DNA-binding domain-containing protein 2	MSD2	Q6P1R3	79684	MSANTD2
X25453.57	2113	-0.0329239609115733	0.0376081431031985	0.381431311548233	Ropporin-1B	ROP1B	Q9BZX4	152015	ROPN1B
X25456.73	2106	0.00312656475554513	0.0371386486252462	0.932916441653726	26S protease regulatory subunit 8	PRS8	P62195	5705	PSMC5
X25459.3	2119	0.120977590460061	0.0372780291618448	0.00119189881974451	O-acetyl-ADP-ribose deacetylase MACROD2	MACD2	A1Z1Q3	140733	MACROD2
X25460.36	2121	0.0119631730307021	0.0384401312814255	0.755667657754832	Interferon regulatory factor 5	IRF5	Q13568	3663	IRF5
X25461.3	2100	-0.0162791050228568	0.0387654116435826	0.674573658269285	S-arrestin	ARRS	P10523	6295	SAG
X25463.3	2129	0.0327600383499602	0.034845799477784	0.347252334078325	cAMP-dependent protein kinase type II-beta regulatory subunit	KAP3	P31323	5577	PRKAR2B
X25464.1	2119	-0.0050185568982323	0.0394770345578351	0.898852920322375	Cytochrome P450 2C19	CP2CJ	P33261	1557	CYP2C19
X25465.42	2109	-0.0642401282997752	0.038994537180565	0.0996241934240953	Muscular LMNA-interacting protein	MLIP	Q5VWP3	90523	MLIP
X25466.84	2090	0.0248997639184647	0.0391697568601504	0.525050084896948	Kynurenine 3-monooxygenase	KMO	O15229	8564	KMO
X25468.5	2118	0.0451016478260348	0.039119058580783	0.249069914785552	SOX-9	SOX-9	P48436	6662	SOX9
X25472.12	2108	-0.0245717691420931	0.0367927583578838	0.504308273611032	Brain-enriched guanylate kinase-associated protein	BEGIN	Q9BUH8	57596	BEGAIN
X25473.62	2120	0.0193563544233753	0.0392001435099287	0.621511507307436	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	FNTA	P49354	2339	FNTA
X25479.8	2105	0.0648505345096931	0.0333947759333957	0.0522799638230964	Leucine-rich repeat flightless-interacting protein 2	LRRF2	Q9Y608	9209	LRRFIP2
X25480.21	1993	0.00629629991518566	0.0410305812066576	0.878056168376274	Ubiquitin-associated domain-containing protein 1	UBAC1	Q9BSL1	10422	UBAC1
X25481.66	2106	-0.0354689785290132	0.0363846200375452	0.329755994044212	Ataxin-10	ATX10	Q9UBB4	25814	ATXN10
X25482.5	2117	-0.0736655637009579	0.0344313666239627	0.0325116997799488	Nuclear factor 1 A-type	NFIA	Q12857	4774	NFIA
X25484.120	2120	-0.0519384562158829	0.0383447892678331	0.175719672097436	AT-rich interactive domain-containing protein 3C	ARI3C	A6NKF2	138715	ARID3C
X25486.38	2071	-0.0472024447501468	0.0383027702948458	0.217960060110582	39S ribosomal protein L38, mitochondrial	RM38	Q96DV4	64978	MRPL38
X25488.6	2132	-0.0146749397123632	0.0388870180671605	0.705933970862717	Pleckstrin homology domain-containing family O member 2	PKHO2	Q8TD55	80301	PLEKHO2
X25491.54	2101	0.0263571798801419	0.0403168676842025	0.513345021626121	Endoplasmic reticulum junction formation protein lunapark	LNP	Q9C0E8	80856	LNPK
X25492.7	2078	0.00182159131307908	0.0367414452436386	0.960462993750683	Target of Myb protein 1	TOM1	O60784	10043	TOM1
X25493.11	2083	-0.081161623806815	0.035438463400292	0.022109964693053	Protein FAM221B	F221B	A6H8Z2	392307	FAM221B
X25497.35	2052	-0.00272082282661781	0.0372906275017208	0.941843059429028	SEC14-like protein 4	S14L4	Q9UDX3	284904	SEC14L4
X25499.37	2101	-0.00432586134275125	0.0349498461327362	0.90150670319748	Phospholipase DDHD2	DDHD2	O94830	23259	DDHD2
X25500.6	2107	-0.0868933466623434	0.0404048866502319	0.0316256102088864	Rab11 family-interacting protein 3	RFIP3	O75154	9727	RAB11FIP3
X25501.128	2079	-0.0268903036244754	0.0381917128401417	0.481458356830525	Cytokine-dependent hematopoietic cell linker	CLNK	Q7Z7G1	116449	CLNK
X2558.51	3054	0.0193173060628334	0.0316787720090372	0.54204870308067	Beta-endorphin	b-Endorphin	P01189	5443	POMC
X2567.5	3074	0.0120424198192379	0.031504735957907	0.702308889829615	Complement factor I	Factor I	P05156	3426	CFI
X2570.72	2891	0.0338384942094365	0.0310304793942317	0.275588274331573	Insulin-like growth factor-binding protein 2	IGFBP-2	P18065	3485	IGFBP2
X2571.12	3039	0.042478855908506	0.0313279448739673	0.175219643754577	Insulin-like growth factor-binding protein 3	IGFBP-3	P17936	3486	IGFBP3
X2573.20	2852	-0.00480078465155293	0.0329502873693194	0.884170361002667	Interleukin-6	IL-6	P05231	3569	IL6
X2575.5	2883	0.0368080567473666	0.0304103598678031	0.226233850716658	Leptin	Leptin	P41159	3952	LEP
X2578.67	3033	-0.00023169677968095	0.0325862916611624	0.994327359267335	C-C motif chemokine 2	MCP-1	P13500	6347	CCL2
X2579.17	3001	0.0018715879701788	0.0324844409717977	0.95405925425739	Matrix metalloproteinase-9	MMP-9	P14780	4318	MMP9
X2580.83	2949	0.0273095258590641	0.0335476106820541	0.415681160053045	Myeloperoxidase	Myeloperoxidase	P05164	4353	MPO
X2585.2	2964	0.0409507032325844	0.0312126968924607	0.189626681869516	Prolactin	PRL	P01236	5617	PRL
X25879.6	2084	-0.0529389335159099	0.0394838673487894	0.180142174226843	Histone acetyltransferase KAT5	KAT5	Q92993	10524	KAT5
X25880.14	2064	-0.0354554000112996	0.036689433742212	0.333976245302292	5-Lipoxygenase	5-Lipoxygenase	P09917	240	ALOX5
X25886.11	2109	0.050051560742542	0.0402692626815005	0.214036659729164	ATP-binding cassette sub-family D member 4	ABCD4	O14678	5826	ABCD4
X25889.108	2119	0.0200944568411483	0.0367084015539077	0.584157232681064	Absent in melanoma 2	AIM2	O14862	9447	AIM2
X25895.29	2114	0.069024185390513	0.0386284780909866	0.0741033166627239	Caspase-5	Caspase-5	P51878	838	CASP5
X25898.4	2076	0.047973620376042	0.0374899981434588	0.200817618349423	Chitinase domain-containing protein 1	CHID1	Q9BWS9	66005	CHID1
X2590.69	3079	0.00703987777217092	0.0318585026256232	0.825128045138291	Inactive tyrosine-protein kinase transmembrane receptor ROR1	ROR1	Q01973	4919	ROR1
X25901.3	2114	0.0555201579687806	0.037096489611389	0.134637906051072	CREB-regulated transcription coactivator 3	CRTC3	Q6UUV7	64784	CRTC3
X25902.27	2079	0.0307129569296933	0.0383320468748646	0.423088824545073	Glutamate dehydrogenase 1, mitochondrial	DHE3	P00367	2746	GLUD1
X25904.17	2121	0.00386197700856335	0.0370254337411664	0.916936474580554	Dedicator of cytokinesis protein 2	DOCK2	Q92608	1794	DOCK2
X25906.5	2114	0.0263767032601122	0.0397168467204657	0.506687767518627	Elongation factor 1-alpha 1	EF-1-alpha-1	P68104	1915	EEF1A1
X25907.47	2121	-0.0558005684366535	0.0374499920294838	0.136374489218512	Echinoderm microtubule-associated protein-like 2	EMAL2	O95834	24139	EML2
X25912.131	2118	0.015948344572246	0.0350095694675792	0.648766412408089	FK506 binding protein 1A	FK506 binding protein 1A	P62942	2280	FKBP1A
X25913.17	2113	0.040431216156359	0.036884693671569	0.273139147611731	Ferritin heavy chain	FRIH	P02794	2495	FTH1
X25917.12	2106	-0.00821918319578927	0.0368639488862567	0.823588632866668	Beta-hexosaminidase alpha chain	Hexosaminidase A	P06865	3073	HEXA
X25918.60	2091	0.00768446538989161	0.0350990477145496	0.826721130603179	HLA class I histocompatibility antigen, alpha chain E	HLAE	P13747	3133	HLA-E
X25921.3	2051	-0.0250169725838504	0.0374138814345478	0.503792050762543	Inhibin a subunit	Inhibin a subunit	P05111	3623	INHA
X25922.7	2080	-0.00710061166403011	0.0400257170159489	0.859210762498793	Low-density lipoprotein receptor-related protein 5	LRP5	O75197	4041	LRP5
X25926.29	2114	-0.0181010007254212	0.0373669010298327	0.628143924836231	LIM domain-binding protein 1	LDB1	Q86U70	8861	LDB1
X25938.13	2067	0.0413856180266776	0.0397078233510481	0.297417842383684	Neurogenin-3	NGN3	Q9Y4Z2	50674	NEUROG3
X25941.4	2092	-0.0449974196700133	0.0376878805078386	0.232635123390004	2'-5'-oligoadenylate synthetase like protein	OA synthetase	Q15646	8638	OASL
X25947.116	2114	-0.0509704130290114	0.0375214515427705	0.174473057970573	Phosphatidylinositol 3-kinase catalytic subunit type 3	PK3C3	Q8NEB9	5289	PIK3C3
X25948.18	2039	0.0379964639121775	0.0402111310580311	0.34481129076685	Serine/threonine-protein kinase N2	PKN2	Q16513	5586	PKN2
X25949.3	2089	-0.0238205411794656	0.0381081776213558	0.531989859615091	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3	PLCD3	Q8N3E9	113026	PLCD3
X25951.17	2067	0.0159910506813138	0.0270974215515296	0.555167734050872	Preferentially expressed antigen of melanoma	PRAME	P78395	23532	PRAME
X25954.3	2100	0.0461539526685149	0.0383771747979877	0.229252930090643	Receptor-type tyrosine-protein phosphatase-like N	PTPRN	Q16849	5798	PTPRN
X25956.9	2110	-0.0379813566519469	0.0376717001547574	0.313466190859444	Rap guanine nucleotide exchange factor 1	RPGF1	Q13905	2889	RAPGEF1
X25957.5	2103	0.035952229435032	0.0398025244223169	0.366490184625038	Sex-determining region Y protein	SRY	Q05066	6736	SRY
X25960.15	2105	0.0587722144004863	0.0359391548125428	0.10213251317104	Plastin-3	T-plastin	P13797	5358	PLS3
X25962.51	2101	0.0274105910728627	0.0401773310771018	0.495163363703331	Serine/threonine-protein kinase WNK1	WNK1	Q9H4A3	65125	WNK1
X25963.2	2068	0.0178527146841996	0.039381638034679	0.650362380024788	Exportin-5	XPO5	Q9HAV4	57510	XPO5
X25964.12	2113	0.000888178918151565	0.039558066558543	0.982089123635584	Complement C1q tumor necrosis factor-related protein 4	C1QT4	Q9BXJ3	114900	C1QTNF4
X25967.34	2114	-0.00275412290645194	0.0373736172086142	0.941262828172691	Metalloproteinase inhibitor 1	TIMP-1	P01033	7076	TIMP1
X2597.8	3054	0.0387898217701743	0.0326717812520474	0.23521932688733	Vascular endothelial growth factor A	VEGF	P15692	7422	VEGFA
X2598.9	2889	0.00777426920230609	0.034326516656204	0.820844315617814	Tumor necrosis factor receptor superfamily member 9	4-1BB	Q07011	3604	TNFRSF9
X2599.51	3050	0.0496559659563951	0.0329587428762837	0.132015353477418	Tumor necrosis factor ligand superfamily member 9	4-1BB ligand	P41273	8744	TNFSF9
X2602.2	3077	0.0179272606095254	0.0316511623535929	0.571162729258853	Angiopoietin-2	Angiopoietin-2	O15123	285	ANGPT2
X2603.61	2877	0.0191617869814708	0.0335450444802781	0.567891854780723	T-lymphocyte activation antigen CD80	B7	P33681	941	CD80
X2605.49	3066	0.0149601701502239	0.0293727504810099	0.610564006044082	Tumor necrosis factor receptor superfamily member 8	CD30	P28908	943	TNFRSF8
X2607.54	3061	0.0447782600576577	0.032748439369209	0.171620126229716	Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex	CLF-1/CLC Complex	O75462|Q9UBD9	9244|23529	CRLF1|CLCF1
X2609.59	3066	-0.0385480540051296	0.0326669268387581	0.238079573300053	Cystatin-C	Cystatin C	P01034	1471	CST3
X2611.72	3073	0.0276723723681061	0.032370234510814	0.3926899497697	Tyrosine-protein kinase receptor TYRO3	Dtk	Q06418	7301	TYRO3
X2612.5	3006	0.0193549182003768	0.0333600173635273	0.561835104100849	Eukaryotic translation initiation factor 5	eIF-5	P55010	1983	EIF5
X2614.28	3055	0.000975418709044031	0.0307658963540006	0.974709764239825	Ephrin-A4	Ephrin-A4	P52798	1945	EFNA4
X2615.60	3084	0.0107148866781521	0.032095361370954	0.73851920708775	Ephrin-A5	Ephrin-A5	P52803	1946	EFNA5
X2616.23	3060	-0.00650279517948636	0.0323532773197907	0.840717234938778	Receptor tyrosine-protein kinase erbB-2	ERBB2	P04626	2064	ERBB2
X2617.56	3074	0.0174680509418084	0.0311001768681021	0.574381934656544	Receptor tyrosine-protein kinase erbB-3	ERBB3	P21860	2065	ERBB3
X2618.10	3065	0.0186178423136502	0.0329467439089104	0.572055029150538	Receptor tyrosine-protein kinase erbB-4	ERBB4	Q15303	2066	ERBB4
X2619.72	2995	-0.0167040374737983	0.0332022718350495	0.614931900748168	Tumor-associated calcium signal transducer 2	GA733-1 protein	P09758	4070	TACSTD2
X2620.4	3069	-0.00459366080065346	0.0322749168758366	0.886829480371628	Interleukin-6 receptor subunit beta	gp130, soluble	P40189	3572	IL6ST
X2622.18	3059	-0.0629880779019556	0.032164870983238	0.0502879557760149	Heme oxygenase 2	HO-2	P30519	3163	HMOX2
X2625.53	3058	0.0340298628443932	0.0313478430732008	0.277761612794626	Hsp90alpha	HSP 90a	P07900	3320	HSP90AA1
X2630.12	2892	0.0379735469598641	0.0336159427603818	0.25872724601755	Interleukin-1 Receptor accessory protein	IL-1 R AcP	Q9NPH3	3556	IL1RAP
X2631.50	3038	-0.0196125824039866	0.0333469715229127	0.55648463045166	Interleukin-10 receptor subunit beta	IL-10 Rb	Q08334	3588	IL10RB
X2632.5	3059	-0.0290571563921175	0.031887981750415	0.362248893015291	Interleukin-12 receptor subunit beta-1	IL-12 Rb1	P42701	3594	IL12RB1
X2633.52	2956	0.018885263861904	0.0329734493848714	0.566863749944162	Interleukin-13 receptor subunit alpha-1	IL-13 Ra1	P78552	3597	IL13RA1
X2634.2	3057	-0.0140747389958975	0.0324597694937292	0.664605760222812	Cytokine receptor common subunit gamma	IL-2 sRg	P31785	3561	IL2RG
X2635.61	3065	0.0648805264525155	0.0312003620264542	0.0376570760554108	Layilin	Layilin	Q6UX15	143903	LAYN
X2637.77	3069	0.0431948280222216	0.0305348232766517	0.157285757587117	Macrophage mannose receptor 1	Macrophage mannose receptor	P22897	4360	MRC1
X2638.12	2895	-0.0206797988741816	0.0335767187847233	0.538011473609721	Macrophage colony-stimulating factor 1 receptor	M-CSF R	P07333	1436	CSF1R
X2640.3	2979	0.0530312700544119	0.0338138095759817	0.116911096681025	Macrophage-stimulating protein receptor	MSP R	Q04912	4486	MST1R
X2642.4	3062	0.00973082937770839	0.0298760521017272	0.744668789305776	Platelet-activating factor acetylhydrolase IB subunit beta	PAFAH beta subunit	P68402	5049	PAFAH1B2
X2644.11	2996	0.0666805809757007	0.0325697755614079	0.0407151754142103	Protein kinase C alpha type	PKC-A	P17252	5578	PRKCA
X2645.54	3046	-0.0242111837047638	0.032186682677944	0.451982788508385	Protein kinase C zeta type	PKC-Z	Q05513	5590	PRKCZ
X2647.66	3057	0.0462208970711211	0.0308525593581407	0.134205901968773	Rab GDP dissociation inhibitor beta	Rab GDP dissociation inhibitor beta	P50395	2665	GDI2
X2649.77	3032	-0.0262203230661595	0.0324210496193174	0.418726655418082	Intercellular adhesion molecule 3	sICAM-3	P32942	3385	ICAM3
X2652.15	3067	0.0250687311195642	0.0309407097463022	0.417878209036676	Urokinase plasminogen activator surface receptor	suPAR	Q03405	5329	PLAUR
X2654.19	3080	0.0327983637148283	0.0293376661909678	0.26367179900592	Tumor necrosis factor receptor superfamily member 1A	TNF sR-I	P19438	7132	TNFRSF1A
X2658.27	3074	0.0135882567899607	0.032634798299554	0.677166279479247	NT-3 growth factor receptor	TrkC	Q16288	4916	NTRK3
X2665.26	3046	0.0452057187860982	0.0309974267814661	0.14484276545411	Tumor necrosis factor receptor superfamily member 17	BCMA	Q02223	608	TNFRSF17
X2666.53	3065	0.0233379873698828	0.0324282507150581	0.471777039733375	Decorin	Bone proteoglycan II	P07585	1634	DCN
X2668.70	3054	0.0318162802297708	0.0304595449756539	0.296318148828949	Calpain I	Calpain I	P07384|P04632	823|826	CAPN1|CAPNS1
X2670.67	2849	-0.0178109117008526	0.0306349455208223	0.561022799058519	Creatine kinase M-type	CK-MM	P06732	1158	CKM
X2677.1	3079	0.000948999830058442	0.0322508128714076	0.976527075202845	Epidermal growth factor receptor	ERBB1	P00533	1956	EGFR
X2681.23	3062	0.0353534495220846	0.0315350228492905	0.262340411420501	Hepatocyte growth factor	HGF	P14210	3082	HGF
X2682.68	3076	0.00442137208789023	0.0314097356159388	0.888065394080664	60 kDa heat shock protein, mitochondrial	HSP 60	P10809	3329	HSPD1
X2683.1	3061	0.0505442374697142	0.0321758898693975	0.116316591457352	Complement C3b, inactivated	iC3b	P01024	718	C3
X2685.21	2889	0.0306567301853472	0.0333380082831177	0.35787357898792	Insulin-like growth factor-binding protein 5	IGFBP-5	P24593	3488	IGFBP5
X2686.67	2900	-0.0256002404801817	0.0331843181665973	0.440500241133054	Insulin-like growth factor-binding protein 6	IGFBP-6	P24592	3489	IGFBP6
X2687.2	3065	0.000212511316801962	0.0311022398087067	0.994548810489862	Melanoma-derived growth regulatory protein	MIA	Q16674	8190	MIA
X2692.74	2865	0.0145443526772703	0.0337469173150539	0.666513412536328	Phospholipase A2, membrane associated	NPS-PLA2	P14555	5320	PLA2G2A
X2693.20	3009	0.0613586866990473	0.0329864489728388	0.0629673894667999	Oncostatin-M	OSM	P13725	5008	OSM
X2695.25	3054	-0.0293515580286223	0.0321438823346004	0.3612467741889	Platelet endothelial cell adhesion molecule	PECAM-1	P16284	5175	PECAM1
X2696.87	3058	0.0186777271271243	0.0330192437100757	0.57166560067063	Persephin	Persephin	O60542	5623	PSPN
X2700.56	3061	-0.00271778522795848	0.0311868140934985	0.930561753999239	Vitamin K-dependent protein S	Protein S	P07225	5627	PROS1
X2704.74	3026	-0.0150193191619538	0.0328505697218169	0.647559623209764	Tumor necrosis factor receptor superfamily member 13B	TACI	O14836	23495	TNFRSF13B
X2705.5	3048	0.010570544894485	0.0332859485046914	0.750834798268311	C-C motif chemokine 25	TECK	O15444	6370	CCL25
X2706.69	3039	-0.0103958275622908	0.032709236188224	0.750639416564236	Thyroxine-binding globulin	Thyroxine-Binding Globulin	P05543	6906	SERPINA7
X2708.54	3059	0.00752615782238529	0.0329457204790387	0.819318743252906	Tumor necrosis factor ligand superfamily member 18	TNFSF18	Q9UNG2	8995	TNFSF18
X2711.6	2908	0.0105327365378537	0.0332780600383946	0.751640729950158	Ciliary neurotrophic factor receptor subunit alpha	CNTFR alpha	P26992	1271	CNTFR
X2714.78	3066	-0.00211093342540277	0.0323332926183375	0.947950046383529	Endothelial monocyte-activating polypeptide 2	EMAP-2	Q12904	9255	AIMP1
X2715.25	2879	0.0137671419916404	0.0329141042456625	0.675777712334683	Erythropoietin receptor	EPO-R	P19235	2057	EPOR
X2719.3	3070	0.026733761505248	0.0312329548377407	0.392094466409552	Granulocyte colony-stimulating factor receptor	G-CSF-R	Q99062	1441	CSF3R
X2723.9	2924	-0.026809624540577	0.0337022190524254	0.426396461039982	Interleukin-37	IL-1F7	Q9NZH6	27178	IL37
X2728.62	3072	0.0511230666655144	0.0307559675417635	0.0965725346852039	Tenascin	Tenascin	P24821	3371	TNC
X2730.58	3084	-0.0159688877985164	0.032430892279251	0.622473838187352	MHC class I polypeptide-related sequence A	MICA	Q29983	100507436	MICA
X2731.29	3039	0.00498150543222581	0.032456475609972	0.878027981264407	NADPH--cytochrome P450 reductase	NADPH-P450 Oxidoreductase	P16435	5447	POR
X2732.58	3041	0.00425513599870908	0.0333040764080072	0.898342520117823	Homeobox protein NANOG	NANOG	Q9H9S0	79923	NANOG
X2734.49	3041	0.0512463201944226	0.0331660839528621	0.122416998961157	Natural cytotoxicity triggering receptor 2	NKp44	O95944	9436	NCR2
X2737.22	3058	-0.0315336734849932	0.0326011261307495	0.333492779890251	Protein NOV homolog	NovH	P48745	4856	CCN3
X2742.68	3090	0.0193870465320827	0.0314388641528135	0.53750582571218	Sialic acid-binding Ig-like lectin 7	Siglec-7	Q9Y286	27036	SIGLEC7
X2743.5	3075	0.0138446825155882	0.0307702516307561	0.652787733584683	Sonic hedgehog protein	Sonic Hedgehog	Q15465	6469	SHH
X2744.57	2838	-0.0263327905308123	0.0340344705495079	0.439167801006717	Immunoglobulin G	IgG	P01857	3500 3501  3502 3503  50802 3535	IGHG1
X2746.56	2887	-0.0326236660679333	0.0332296190313525	0.32629895345763	Cytokine receptor-like factor 2	TSLP R	Q9HC73	64109	CRLF2
X2747.3	3056	0.021920646836627	0.0327261346865815	0.503023151919002	NKG2D ligand 3	ULBP-3	Q9BZM4	79465	ULBP3
X2748.3	2900	0.0507238745683872	0.026740856919754	0.0579457103295665	Activin A	Activin A	P08476	3624	INHBA
X2750.3	3071	0.0461934096913561	0.0304279019568219	0.129086483729155	Apolipoprotein A-I	Apo A-I	P02647	335	APOA1
X2751.16	2872	-0.060086288985686	0.0332511675872789	0.0708613277594684	Azurocidin	Azurocidin	P20160	566	AZU1
X2752.62	3058	0.0272172834421699	0.0314578511514566	0.386998471493298	Growth/differentiation factor 5	BMP-14	P43026	8200	GDF5
X2753.2	3025	0.00331720140668669	0.0290734678234829	0.909168390961505	Complement C1q subcomponent	C1q	P02745|P02746|P02747	712|713|714	C1QA|C1QB|C1QC
X2754.50	3046	0.0260421430950282	0.0330413601005098	0.43066042006842	Complement C3	C3	P01024	718	C3
X2755.8	3048	0.0107700687971724	0.0330451814545164	0.744507877543987	C3a anaphylatoxin des Arginine	C3adesArg	P01024	718	C3
X2760.2	3066	0.0640477790636431	0.0328374377449338	0.0512144712571037	Protein FAM107A	DRR1	O95990	11170	FAM107A
X2761.49	3034	-0.0118248121471396	0.0332821260505741	0.72239718089432	Fibroblast growth factor 18	FGF-18	O76093	8817	FGF18
X2762.30	2905	0.0121519447810785	0.0338219870337179	0.719403596785976	Fibroblast growth factor 19	FGF-19	O95750	9965	FGF19
X2763.66	3043	0.0149269870582027	0.0332710895997176	0.653718335978629	Fibroblast growth factor 20	FGF-20	Q9NP95	26281	FGF20
X2765.4	3072	-0.0048110202945416	0.0326697216469591	0.882934706632707	Growth/differentiation factor 11/8	GDF-11/8	O95390|O14793	10220|2660	GDF11|MSTN
X2768.56	2865	0.00516680899543452	0.034370280685786	0.880516691640082	Hemopexin	Hemopexin	P02790	3263	HPX
X2769.3	2110	0.0367539270193177	0.0391280094385104	0.347672845859066	Protein Rev_HV2BE	HIV-2 Rev	P18093	1724716	rev
X2770.51	3029	5.56937003296868e-05	0.0324444480647563	0.998630477083109	C-C motif chemokine 1	I-309	P22362	6346	CCL1
X2771.35	3049	-0.0156932536086981	0.0312196678445637	0.615231571506476	Insulin-like growth factor-binding protein 1	IGFBP-1	P08833	3484	IGFBP1
X2773.50	3026	-0.00195097900792508	0.0314358060795282	0.950517347221661	Interleukin-10	IL-10	P22301	3586	IL10
X2774.10	3063	0.0143893067184712	0.031249017800083	0.64521029134843	Interleukin-16	IL-16	Q14005	3603	IL16
X2775.54	2900	-0.0214433194673265	0.0338180418521747	0.526079637891198	Interleukin-17F	IL-17F	Q96PD4	112744	IL17F
X2778.10	3068	-0.00573468966619466	0.0329443974434906	0.861820662295823	Interleukin-22	IL-22	Q9GZX6	50616	IL22
X2780.35	3090	0.0371439818031066	0.0332241369622894	0.263662568569144	Lactotransferrin	Lactoferrin	P02788	4057	LTF
X2781.63	3052	0.0515403982004762	0.0335044223946661	0.12407606385342	C-C motif chemokine 4-like	LAG-1	Q8NHW4	388372	CCL4L1
X2783.18	3046	0.0490621977598707	0.0325399879243101	0.131723084772866	C-C motif chemokine 3-like 1	LD78-beta	P16619	414062	CCL3L1
X2785.15	2890	0.0353201613071567	0.0345665205869943	0.306960780621858	C-C motif chemokine 8	MCP-2	P80075	6355	CCL8
X2788.55	3042	-0.00152229913688883	0.0293027382377403	0.958571385921463	Stromelysin-1	MMP-3	P08254	4314	MMP3
X2789.26	2918	0.0618127402605711	0.0318480905876655	0.0523723005111969	Matrilysin	MMP-7	P09237	4316	MMP7
X2790.54	3006	-0.00151831935156345	0.0302530779473569	0.959976527118347	Neutrophil-activating peptide 2	NAP-2	P02775	5473	PPBP
X2794.60	3017	-0.0302908029220694	0.033442443335734	0.36513638853171	Superoxide dismutase [Cu-Zn]	SOD	P00441	6647	SOD1
X2796.62	3015	0.00668119194837252	0.0315602669828329	0.832358431916136	Fibrinogen	Fibrinogen	P02671|P02675|P02679	2243|2244|2266	FGA|FGB|FGG
X2797.56	2917	-0.0469779283722713	0.0340266880340116	0.167502758465768	Apolipoprotein B	Apo B	P04114	338	APOB
X2805.6	3045	0.0193562082336826	0.0332712720572525	0.560765535809462	Angiotensin-converting enzyme 2	ACE2	Q9BYF1	59272	ACE2
X2806.49	3072	0.0216273161889439	0.0321000668686646	0.500523546629316	Activin receptor type-1B	Activin RIB	P36896	91	ACVR1B
X2809.25	3056	0.0517652669906518	0.0330162675626828	0.117015736594784	A disintegrin and metalloproteinase with thrombospondin motifs 4	ADAMTS-4	O75173	9507	ADAMTS4
X2811.27	3054	0.0837317667418202	0.0281160529092763	0.00292369084080065	Angiopoietin-1	Angiopoietin-1	Q15389	284	ANGPT1
X2813.11	3066	-0.0140674806958042	0.0294591547106196	0.633022773055981	Agouti-related protein	ART	O00253	181	AGRP
X2816.50	3047	0.027727880438272	0.0309904535051085	0.37100644621425	Basal Cell Adhesion Molecule	BCAM	P50895	4059	BCAM
X2822.56	2862	0.0470561422596821	0.0337116888224176	0.162871971916697	CD97 antigen	CD97	P48960	976	ADGRE5
X2823.7	3039	-0.0549433256759853	0.0325715892095126	0.0917362743798443	COMM domain-containing protein 7	COMMD7	Q86VX2	149951	COMMD7
X2826.53	3060	0.0431781774140915	0.0325974856170426	0.18540841714233	Ectodysplasin-A, secreted form	EDA	Q92838	1896	EDA
X2827.23	2933	0.0833930147349425	0.0333590609660382	0.0124790190043754	Fractalkine	Fractalkine/CX3CL-1	P78423	6376	CX3CL1
X2828.82	3016	0.0138179598567696	0.0325629681831225	0.671344208612888	Kunitz-type protease inhibitor 1	HAI-1	O43278	6692	SPINT1
X2829.19	3051	0.0369622976717472	0.0326677271058724	0.257950480579109	Interleukin-27	IL-27	Q8NEV9|Q14213	246778|10148	IL27|EBI3
X2831.29	3010	0.0602684530104644	0.0324571208394231	0.0634292083954083	Kallikrein-11	Kallikrein 11	Q9UBX7	11012	KLK11
X2833.20	3042	-0.0349573490322535	0.032096022449396	0.276175399462287	Kallikrein-4	Kallikrein 4	Q9Y5K2	9622	KLK4
