Analyte	Gene	CHR	TWAS.Z	TWAS.P	P0	fdr_p	specific	topSNP	Discovery	NEW_hit	Tissue	P0_add	P0_cum	label_color	nudge_y
NA	CAB39L	13	-1.16845	0.2426	49308650	0.738102479508197	0	0	Secondary	NA	B	2424611154	2473919804	NA	NA
NA	METTL3	14	1.169	0.242	21498133	0.738102479508197	0	0	Secondary	NA	B	2568892738	2590390871	NA	NA
NA	RAB5C	17	1.16759	0.243	42124976	0.738102479508197	0	0	Secondary	NA	B	2955980578	2998105554	NA	NA
NA	LONRF2	2	1.168	0.243	100273291	0.738102479508197	0	0	Secondary	NA	B	276724047	376997338	NA	NA
NA	GNAZ	22	-1.1692	0.242337	23070354	0.738102479508197	0	0	Secondary	NA	B	3438078747	3461149101	NA	NA
NA	TOMM70	3	1.171	0.241599	100363431	0.738102479508197	0	0	Secondary	NA	B	548458626	648822057	NA	NA
NA	CDS1	4	-1.167	0.243	84582979	0.738102479508197	0	0	Secondary	NA	B	775968409	860551388	NA	NA
NA	THBS4	5	-1.167	0.24321	79991311	0.738102479508197	0	0	Secondary	NA	B	992234598	1072225909	NA	NA
NA	TECPR1	7	-1.16986	0.242	98214624	0.738102479508197	0	0	Secondary	NA	B	1403002861	1501217485	NA	NA
NA	SEMA7A	15	1.16602	0.244	74409289	0.739742067553736	0	0	Secondary	NA	B	2704379055	2778788344	NA	NA
NA	REXO2	11	-1.16332	0.244702	114439386	0.741111783231084	0	0	Secondary	NA	B	2097588750	2212028136	NA	NA
NA	RAP1GAP	1	1.160987	0.245647	21596215	0.742697320408163	0	0	Secondary	NA	B	0	21596215	NA	NA
NA	GPN2	1	1.160791	0.245727	26876133	0.742697320408163	0	0	Secondary	NA	B	0	26876133	NA	NA
NA	CAMKK1	17	1.16033	0.246	3860315	0.742764525993884	0	0	Secondary	NA	B	2955980578	2959840893	NA	NA
NA	TBC1D15	12	1.1566	0.247	71839707	0.743510162601626	0	0	Secondary	NA	B	2261842245	2333681952	NA	NA
NA	HSP90B1	12	-1.1582	0.247	103930107	0.743510162601626	0	0	Secondary	NA	B	2261842245	2365772352	NA	NA
NA	GSKIP	14	1.158	0.247	96363477	0.743510162601626	0	0	Secondary	NA	B	2568892738	2665256215	NA	NA
NA	UGGT1	2	1.1543	0.248	128091200	0.745390604462475	0	0	Secondary	NA	B	276724047	404815247	NA	NA
NA	RPP14	3	-1.15491	0.248128	58317614	0.745390604462475	0	0	Secondary	NA	B	548458626	606776240	NA	NA
NA	AGL	1	1.153034	0.248896	99850084	0.746940174265451	0	0	Secondary	NA	B	0	99850084	NA	NA
NA	MKRN2	3	-1.15015	0.250082	12557014	0.749739761133603	0	0	Secondary	NA	B	548458626	561015640	NA	NA
NA	GFRA1	10	-1.1481	0.251	116056933	0.749900483935743	0	0	Secondary	NA	B	1934034850	2050091783	NA	NA
NA	APIP	11	-1.14524	0.25211	34853094	0.749900483935743	0	0	Secondary	NA	B	2097588750	2132441844	NA	NA
NA	MRGPRF	11	1.14878	0.250647	69004395	0.749900483935743	0	0	Secondary	NA	B	2097588750	2166593145	NA	NA
NA	SLC6A12	12	1.1455	0.252	190077	0.749900483935743	0	0	Secondary	NA	B	2261842245	2262032322	NA	NA
NA	SLC14A1	18	-1.1462	0.2517	45724127	0.749900483935743	0	0	Secondary	NA	B	3069060187	3114784314	NA	NA
NA	INPP4A	2	1.14764	0.251	98444854	0.749900483935743	0	0	Secondary	NA	B	276724047	375168901	NA	NA
NA	HCLS1	3	1.14512	0.252161	121631399	0.749900483935743	0	0	Secondary	NA	B	548458626	670090025	NA	NA
NA	SCRN1	7	-1.14432	0.252	29920103	0.749900483935743	0	0	Secondary	NA	B	1403002861	1432922964	NA	NA
NA	RAB37	17	1.143	0.253	74670578	0.751640922768305	0	0	Secondary	NA	B	2955980578	3030651156	NA	NA
NA	SNX27	1	-1.141535	0.253647	151612065	0.752802795275591	0	0	Secondary	NA	B	0	151612065	NA	NA
NA	IFI16	1	-1.137317	0.255406	158999968	0.752802795275591	0	0	Secondary	NA	B	0	158999968	NA	NA
NA	DNM3	1	-1.134203	0.256709	171841481	0.752802795275591	0	0	Secondary	NA	B	0	171841481	NA	NA
NA	C1QTNF4	11	1.13353	0.256992	47589664	0.752802795275591	0	0	Secondary	NA	B	2097588750	2145178414	NA	NA
NA	DNAL1	14	1.139	0.255	73644875	0.752802795275591	0	0	Secondary	NA	B	2568892738	2642537613	NA	NA
NA	LCMT1	16	1.1397	0.254	25111729	0.752802795275591	0	0	Secondary	NA	B	2836032653	2861144382	NA	NA
NA	CORO7	16	-1.1321	0.258	4354542	0.752802795275591	0	0	Secondary	NA	B	2836032653	2840387195	NA	NA
NA	STAC2	17	1.13369	0.257	39210536	0.752802795275591	0	0	Secondary	NA	B	2955980578	2995191114	NA	NA
NA	C2CD4C	19	1.13197	0.257648	405438	0.752802795275591	0	0	Secondary	NA	B	3179033054	3179438492	NA	NA
NA	GCA	2	-1.139	0.255	162318840	0.752802795275591	0	0	Secondary	NA	B	276724047	439042887	NA	NA
NA	PDK1	2	1.13137	0.258	172555373	0.752802795275591	0	0	Secondary	NA	B	276724047	449279420	NA	NA
NA	TRMU	22	-1.1325	0.257406	46330875	0.752802795275591	0	0	Secondary	NA	B	3438078747	3484409622	NA	NA
NA	UGDH	4	-1.1381	0.255	39498755	0.752802795275591	0	0	Secondary	NA	B	775968409	815467164	NA	NA
NA	SLC7A11	4	1.134	0.257	138164097	0.752802795275591	0	0	Secondary	NA	B	775968409	914132506	NA	NA
NA	ABHD11	7	1.13088	0.258	73736094	0.752802795275591	0	0	Secondary	NA	B	1403002861	1476738955	NA	NA
NA	ANKMY2	7	-1.13182	0.258	16599776	0.752802795275591	0	0	Secondary	NA	B	1403002861	1419602637	NA	NA
NA	BAALC	8	1.1366	0.256	103140710	0.752802795275591	0	0	Secondary	NA	B	1591733856	1694874566	NA	NA
NA	LAMC3	9	-1.130604	0.25822	131009082	0.752802795275591	0	0	Secondary	NA	B	1766574898	1897583980	NA	NA
NA	RAPGEF1	9	-1.134588	0.25655	131576770	0.752802795275591	0	0	Secondary	NA	B	1766574898	1898151668	NA	NA
NA	CDH7	18	1.13	0.25848	65750252	0.75281982300885	0	0	Secondary	NA	B	3069060187	3134810439	NA	NA
NA	BOLA1	1	1.123	0.261437	149887890	0.753457309338521	0	0	Secondary	NA	B	0	149887890	NA	NA
NA	TSTD1	1	1.122859	0.261497	161037631	0.753457309338521	0	0	Secondary	NA	B	0	161037631	NA	NA
NA	PAWR	12	-1.1295	0.259	79574979	0.753457309338521	0	0	Secondary	NA	B	2261842245	2341417224	NA	NA
NA	FUT8	14	1.127	0.26	65410592	0.753457309338521	0	0	Secondary	NA	B	2568892738	2634303330	NA	NA
NA	FAM210A	18	1.1283	0.25921	13663347	0.753457309338521	0	0	Secondary	NA	B	3069060187	3082723534	NA	NA
NA	DGKD	2	-1.12366	0.261	233354507	0.753457309338521	0	0	Secondary	NA	B	276724047	510078554	NA	NA
NA	ITPA	20	1.1245	0.261	3208868	0.753457309338521	0	0	Secondary	NA	B	3267584620	3270793488	NA	NA
NA	ABHD6	3	-1.12505	0.260566	58237506	0.753457309338521	0	0	Secondary	NA	B	548458626	606696132	NA	NA
NA	CDH6	5	-1.12417	0.260939	31193750	0.753457309338521	0	0	Secondary	NA	B	992234598	1023428348	NA	NA
NA	CNPY4	7	-1.12738	0.26	100119613	0.753457309338521	0	0	Secondary	NA	B	1403002861	1503122474	NA	NA
NA	NFX1	9	1.125167	0.26052	33290511	0.753457309338521	0	0	Secondary	NA	B	1766574898	1799865409	NA	NA
NA	LRPPRC	2	-1.12183	0.262	43886508	0.754172983479106	0	0	Secondary	NA	B	276724047	320610555	NA	NA
NA	PPFIA1	11	-1.11181	0.26622	70270700	0.755573603827751	0	0	Secondary	NA	B	2097588750	2167859450	NA	NA
NA	MGST1	12	-1.1134	0.266	16347142	0.755573603827751	0	0	Secondary	NA	B	2261842245	2278189387	NA	NA
NA	RDH11	14	-1.1137	0.265	67676801	0.755573603827751	0	0	Secondary	NA	B	2568892738	2636569539	NA	NA
NA	CRYM	16	-1.1151	0.265	21238874	0.755573603827751	0	0	Secondary	NA	B	2836032653	2857271527	NA	NA
NA	CTU2	16	-1.1174	0.264	88706463	0.755573603827751	0	0	Secondary	NA	B	2836032653	2924739116	NA	NA
NA	UBA2	19	1.11591	0.264459	34428352	0.755573603827751	0	0	Secondary	NA	B	3179033054	3213461406	NA	NA
NA	RMDN2	2	1.11728	0.264	37923187	0.755573603827751	0	0	Secondary	NA	B	276724047	314647234	NA	NA
NA	CSE1L	20	-1.118	0.264	49046312	0.755573603827751	0	0	Secondary	NA	B	3267584620	3316630932	NA	NA
NA	PDXK	21	1.116	0.2644	43719094	0.755573603827751	0	0	Secondary	NA	B	3361479785	3405198879	NA	NA
NA	CPOX	3	-1.11704	0.263976	98521132	0.755573603827751	0	0	Secondary	NA	B	548458626	646979758	NA	NA
NA	C3orf33	3	-1.111	0.266568	155762612	0.755573603827751	0	0	Secondary	NA	B	548458626	704221238	NA	NA
NA	GFM2	5	-1.11334	0.265561	74721204	0.755573603827751	0	0	Secondary	NA	B	992234598	1066955802	NA	NA
NA	PON2	7	1.11607	0.264	95404863	0.755573603827751	0	0	Secondary	NA	B	1403002861	1498407724	NA	NA
NA	KCNT1	9	1.114554	0.26504	135702185	0.755573603827751	0	0	Secondary	NA	B	1766574898	1902277083	NA	NA
NA	PNPLA7	9	1.113336	0.26556	137459952	0.755573603827751	0	0	Secondary	NA	B	1766574898	1904034850	NA	NA
NA	INPP5E	9	1.111215	0.26648	136428619	0.755573603827751	0	0	Secondary	NA	B	1766574898	1903003517	NA	NA
NA	HOMER2	15	-1.1092	0.267	82841086	0.756074569789675	0	0	Secondary	NA	B	2704379055	2787220141	NA	NA
NA	CRKL	22	1.1092	0.267337	20917426	0.756305820439351	0	0	Secondary	NA	B	3438078747	3458996173	NA	NA
NA	PPME1	11	-1.10578	0.268821	74171099	0.756674264007597	0	0	Secondary	NA	B	2097588750	2171759849	NA	NA
NA	EIF2B1	12	-1.105	0.269	123620406	0.756674264007597	0	0	Secondary	NA	B	2261842245	2385462651	NA	NA
NA	TPPP3	16	1.106	0.269	67389809	0.756674264007597	0	0	Secondary	NA	B	2836032653	2903422462	NA	NA
NA	TEX2	17	1.10836	0.268	64147227	0.756674264007597	0	0	Secondary	NA	B	2955980578	3020127805	NA	NA
NA	GNAQ	9	1.108	0.26786	77716087	0.756674264007597	0	0	Secondary	NA	B	1766574898	1844290985	NA	NA
NA	STOML2	9	-1.107	0.26829	35099891	0.756674264007597	0	0	Secondary	NA	B	1766574898	1801674789	NA	NA
NA	ECM1	1	1.102661	0.270175	150508062	0.75782040719697	0	0	Secondary	NA	B	0	150508062	NA	NA
NA	NIPSNAP1	22	-1.1032	0.269932	29554808	0.75782040719697	0	0	Secondary	NA	B	3438078747	3467633555	NA	NA
NA	UFL1	6	1.10365	0.27	96521595	0.75782040719697	0	0	Secondary	NA	B	1202467741	1298989336	NA	NA
NA	KCNH1	1	-1.101707	0.270589	210683213	0.757981114258735	0	0	Secondary	NA	B	0	210683213	NA	NA
NA	WDR37	10	-1.1016	0.271	1049538	0.757981114258735	0	0	Secondary	NA	B	1934034850	1935084388	NA	NA
NA	FKBP9	7	1.10121	0.271	32957405	0.757981114258735	0	0	Secondary	NA	B	1403002861	1435960266	NA	NA
NA	TRIM3	11	1.097	0.272641	6448613	0.760701787394168	0	0	Secondary	NA	B	2097588750	2104037363	NA	NA
NA	TNFAIP2	14	-1.0959	0.273	103123442	0.760701787394168	0	0	Secondary	NA	B	2568892738	2672016180	NA	NA
NA	ABHD10	3	-1.09758	0.272389	111979010	0.760701787394168	0	0	Secondary	NA	B	548458626	660437636	NA	NA
NA	UAP1L1	9	-1.096711	0.27277	137077501	0.760701787394168	0	0	Secondary	NA	B	1766574898	1903652399	NA	NA
NA	PHB1	17	-1.09406	0.274	49404052	0.761339587242026	0	0	Secondary	NA	B	2955980578	3005384630	NA	NA
NA	COPG1	3	1.095	0.273517	129249606	0.761339587242026	0	0	Secondary	NA	B	548458626	677708232	NA	NA
NA	TMEM229A	7	-1.09415	0.274	124030919	0.761339587242026	0	0	Secondary	NA	B	1403002861	1527033780	NA	NA
NA	TRUB1	10	1.0897	0.276	114938193	0.764744621141254	0	0	Secondary	NA	B	1934034850	2048973043	NA	NA
NA	MYO18A	17	-1.08921	0.276	29073510	0.764744621141254	0	0	Secondary	NA	B	2955980578	2985054088	NA	NA
NA	CDH18	5	1.09018	0.275633	19472951	0.764744621141254	0	0	Secondary	NA	B	992234598	1011707549	NA	NA
NA	ABLIM1	10	-1.0815	0.279	114431113	0.767215541165588	0	0	Secondary	NA	B	1934034850	2048465963	NA	NA
NA	TRPT1	11	-1.083	0.278808	64223799	0.767215541165588	0	0	Secondary	NA	B	2097588750	2161812549	NA	NA
NA	TMEM120B	12	1.081	0.28	121712752	0.767215541165588	0	0	Secondary	NA	B	2261842245	2383554997	NA	NA
NA	EDNRB	13	-1.084	0.2784	77895481	0.767215541165588	0	0	Secondary	NA	B	2424611154	2502506635	NA	NA
NA	KARS1	16	1.08	0.28	75627724	0.767215541165588	0	0	Secondary	NA	B	2836032653	2911660377	NA	NA
NA	FECH	18	1.0858	0.27758	57548283	0.767215541165588	0	0	Secondary	NA	B	3069060187	3126608470	NA	NA
NA	CSDC2	22	1.0817	0.279401	41560763	0.767215541165588	0	0	Secondary	NA	B	3438078747	3479639510	NA	NA
NA	RAF1	3	-1.082	0.279253	12583601	0.767215541165588	0	0	Secondary	NA	B	548458626	561042227	NA	NA
NA	NUDT16	3	1.08635	0.277325	131381671	0.767215541165588	0	0	Secondary	NA	B	548458626	679840297	NA	NA
NA	ADH5	4	1.0819	0.279	99070981	0.767215541165588	0	0	Secondary	NA	B	775968409	875039390	NA	NA
NA	LNPEP	5	1.08342	0.278621	96935394	0.767215541165588	0	0	Secondary	NA	B	992234598	1089169992	NA	NA
NA	F13A1	6	-1.081	0.28	6144085	0.767215541165588	0	0	Secondary	NA	B	1202467741	1208611826	NA	NA
NA	FAIM	3	1.078	0.281034	138608606	0.769337068391867	0	0	Secondary	NA	B	548458626	687067232	NA	NA
NA	SORT1	1	-1.068312	0.28538	109309570	0.775052150045746	0	0	Secondary	NA	B	0	109309570	NA	NA
NA	PDE1B	12	-1.0662	0.286	54549350	0.775052150045746	0	0	Secondary	NA	B	2261842245	2316391595	NA	NA
NA	SLC7A8	14	1.071	0.284	23125295	0.775052150045746	0	0	Secondary	NA	B	2568892738	2592018033	NA	NA
NA	GDPGP1	15	1.06783	0.286	90233808	0.775052150045746	0	0	Secondary	NA	B	2704379055	2794612863	NA	NA
NA	PLD2	17	-1.0705	0.284	4807096	0.775052150045746	0	0	Secondary	NA	B	2955980578	2960787674	NA	NA
NA	MAN2B1	19	1.06724	0.285862	12646511	0.775052150045746	0	0	Secondary	NA	B	3179033054	3191679565	NA	NA
NA	DHX36	3	-1.07234	0.283565	154272546	0.775052150045746	0	0	Secondary	NA	B	548458626	702731172	NA	NA
NA	GABRA1	5	-1.068	0.285521	161847191	0.775052150045746	0	0	Secondary	NA	B	992234598	1154081789	NA	NA
NA	PLEC	8	-1.0665	0.286	143915153	0.775052150045746	0	0	Secondary	NA	B	1591733856	1735649009	NA	NA
NA	ALG2	9	-1.067	0.28597	99216426	0.775052150045746	0	0	Secondary	NA	B	1766574898	1865791324	NA	NA
NA	GPSM1	9	1.068059	0.28549	136327476	0.775052150045746	0	0	Secondary	NA	B	1766574898	1902902374	NA	NA
NA	COX7A1	19	-1.0657	0.286559	36150922	0.775857182815357	0	0	Secondary	NA	B	3179033054	3215183976	NA	NA
NA	CD53	1	-1.062	0.288236	110873153	0.776140938181818	0	0	Secondary	NA	B	0	110873153	NA	NA
NA	SLK	10	-1.0622	0.288	103967201	0.776140938181818	0	0	Secondary	NA	B	1934034850	2038002051	NA	NA
NA	ELAC2	17	-1.062	0.288	12992391	0.776140938181818	0	0	Secondary	NA	B	2955980578	2968972969	NA	NA
NA	PFAS	17	1.06149	0.288	8247618	0.776140938181818	0	0	Secondary	NA	B	2955980578	2964228196	NA	NA
NA	PDXP	22	-1.0632	0.287708	37658727	0.776140938181818	0	0	Secondary	NA	B	3438078747	3475737474	NA	NA
NA	FBLL1	5	1.06295	0.287805	168529116	0.776140938181818	0	0	Secondary	NA	B	992234598	1160763714	NA	NA
NA	VAMP1	12	-1.0614	0.289	6462237	0.776618676337262	0	0	Secondary	NA	B	2261842245	2268304482	NA	NA
NA	VPS36	13	-1.05984	0.2892	52412602	0.776618676337262	0	0	Secondary	NA	B	2424611154	2477023756	NA	NA
NA	RFT1	3	-1.061	0.28869	53088483	0.776618676337262	0	0	Secondary	NA	B	548458626	601547109	NA	NA
NA	MTARC2	1	1.058722	0.289726	220748225	0.776654611211573	0	0	Secondary	NA	B	0	220748225	NA	NA
NA	PEBP1	12	1.059	0.29	118135858	0.776654611211573	0	0	Secondary	NA	B	2261842245	2379978103	NA	NA
NA	NOMO1	16	-1.0588	0.29	14833681	0.776654611211573	0	0	Secondary	NA	B	2836032653	2850866334	NA	NA
NA	LAMC1	1	-1.055989	0.290973	183023460	0.777224526600541	0	0	Secondary	NA	B	0	183023460	NA	NA
NA	STX1A	7	1.055	0.291	73699206	0.777224526600541	0	0	Secondary	NA	B	1403002861	1476702067	NA	NA
NA	FHIP2B	8	-1.0556	0.291	22089159	0.777224526600541	0	0	Secondary	NA	B	1591733856	1613823015	NA	NA
NA	PPTC7	12	1.0533	0.292	110531315	0.777791366906475	0	0	Secondary	NA	B	2261842245	2372373560	NA	NA
NA	USP8	15	1.054	0.292	50424380	0.777791366906475	0	0	Secondary	NA	B	2704379055	2754803435	NA	NA
NA	RGMA	15	-1.05352	0.292	93043406	0.777791366906475	0	0	Secondary	NA	B	2704379055	2797422461	NA	NA
NA	GNB4	3	-1.05298	0.292351	179399202	0.77802665049416	0	0	Secondary	NA	B	548458626	727857828	NA	NA
NA	DDX21	10	1.0517	0.293	68956128	0.779053859964093	0	0	Secondary	NA	B	1934034850	2002990978	NA	NA
NA	EEF1AKMT1	13	1.04914	0.2941	20728731	0.77987842435094	0	0	Secondary	NA	B	2424611154	2445339885	NA	NA
NA	GMPR2	14	1.0501	0.294	24232422	0.77987842435094	0	0	Secondary	NA	B	2568892738	2593125160	NA	NA
NA	GRM8	7	1.04848	0.294	126438598	0.77987842435094	0	0	Secondary	NA	B	1403002861	1529441459	NA	NA
NA	SLC15A2	3	1.04842	0.294443	121894089	0.78008959391771	0	0	Secondary	NA	B	548458626	670352715	NA	NA
NA	RINT1	7	-1.047	0.295	105532085	0.780866845397677	0	0	Secondary	NA	B	1403002861	1508534946	NA	NA
NA	ALDH9A1	1	-1.04107	0.297843	165662216	0.781103866432337	0	0	Secondary	NA	B	0	165662216	NA	NA
NA	S100A1	1	1.037352	0.299572	153627926	0.781103866432337	0	0	Secondary	NA	B	0	153627926	NA	NA
NA	PAPSS2	10	-1.0367	0.3	87659613	0.781103866432337	0	0	Secondary	NA	B	1934034850	2021694463	NA	NA
NA	RAB5B	12	1.0375	0.3	55973913	0.781103866432337	0	0	Secondary	NA	B	2261842245	2317816158	NA	NA
NA	KRR1	12	-1.037	0.3	75496904	0.781103866432337	0	0	Secondary	NA	B	2261842245	2337339149	NA	NA
NA	RGS6	14	-1.04	0.298	71932439	0.781103866432337	0	0	Secondary	NA	B	2568892738	2640825177	NA	NA
NA	SEMA4B	15	1.04178	0.298	90160604	0.781103866432337	0	0	Secondary	NA	B	2704379055	2794539659	NA	NA
NA	GDE1	16	1.0405	0.298	19501693	0.781103866432337	0	0	Secondary	NA	B	2836032653	2855534346	NA	NA
NA	WIPI1	17	1.03626	0.3	68420948	0.781103866432337	0	0	Secondary	NA	B	2955980578	3024401526	NA	NA
NA	VSTM2L	20	-1.0435	0.297	37903097	0.781103866432337	0	0	Secondary	NA	B	3267584620	3305487717	NA	NA
NA	TIAM1	21	1.036	0.3001	31118416	0.781103866432337	0	0	Secondary	NA	B	3361479785	3392598201	NA	NA
NA	PCNT	21	1.044	0.2967	46324122	0.781103866432337	0	0	Secondary	NA	B	3361479785	3407803907	NA	NA
NA	AP1B1	22	-1.0451	0.295993	29327680	0.781103866432337	0	0	Secondary	NA	B	3438078747	3467406427	NA	NA
NA	EIF2B5	3	-1.046	0.295561	184135038	0.781103866432337	0	0	Secondary	NA	B	548458626	732593664	NA	NA
NA	PDLIM5	4	1.0416	0.298	94451886	0.781103866432337	0	0	Secondary	NA	B	775968409	870420295	NA	NA
NA	PSD2	5	1.03814	0.299207	139795821	0.781103866432337	0	0	Secondary	NA	B	992234598	1132030419	NA	NA
NA	PPP2R2B	5	-1.04446	0.296271	146588373	0.781103866432337	0	0	Secondary	NA	B	992234598	1138822971	NA	NA
NA	PKIA	8	-1.046	0.296	78516139	0.781103866432337	0	0	Secondary	NA	B	1591733856	1670249995	NA	NA
NA	GDA	9	-1.038649	0.29897	72114595	0.781103866432337	0	0	Secondary	NA	B	1766574898	1838689493	NA	NA
NA	ZFYVE1	14	-1.035	0.301	72969451	0.782758560140474	0	0	Secondary	NA	B	2568892738	2641862189	NA	NA
NA	LRRC7	1	1.032329	0.301918	69568398	0.783295971978984	0	0	Secondary	NA	B	0	69568398	NA	NA
NA	VPS26A	10	1.0318	0.302	69123512	0.783295971978984	0	0	Secondary	NA	B	1934034850	2003158362	NA	NA
NA	SDK2	17	-1.03177	0.302	73334384	0.783295971978984	0	0	Secondary	NA	B	2955980578	3029314962	NA	NA
NA	SRSF9	12	-1.0302	0.303	120461668	0.784515734265734	0	0	Secondary	NA	B	2261842245	2382303913	NA	NA
NA	CHMP3	2	-1.03086	0.303	86503431	0.784515734265734	0	0	Secondary	NA	B	276724047	363227478	NA	NA
NA	TIMMDC1	3	-1.02728	0.304291	119498532	0.787170255021834	0	0	Secondary	NA	B	548458626	667957158	NA	NA
NA	RALY	20	-1.026	0.305	33993646	0.787628596338274	0	0	Secondary	NA	B	3267584620	3301578266	NA	NA
NA	GRHPR	9	-1.025851	0.30496	37422666	0.787628596338274	0	0	Secondary	NA	B	1766574898	1803997564	NA	NA
NA	INPP5A	10	-1.024	0.306	132537820	0.788835509138381	0	0	Secondary	NA	B	1934034850	2066572670	NA	NA
NA	SORCS1	10	1.024	0.306	106573663	0.788835509138381	0	0	Secondary	NA	B	1934034850	2040608513	NA	NA
NA	LZIC	1	1.023	0.306308	9922115	0.788942866086957	0	0	Secondary	NA	B	0	9922115	NA	NA
NA	FAM210B	20	1.0214	0.307	56358915	0.789352430555556	0	0	Secondary	NA	B	3267584620	3323943535	NA	NA
NA	NQO2	6	1.02188	0.307	2987987	0.789352430555556	0	0	Secondary	NA	B	1202467741	1205455728	NA	NA
NA	PDE4B	1	1.019062	0.308174	65792514	0.789696289905091	0	0	Secondary	NA	B	0	65792514	NA	NA
NA	MTG1	10	1.0171	0.309	133394094	0.789696289905091	0	0	Secondary	NA	B	1934034850	2067428944	NA	NA
NA	LYSMD2	15	1.01971	0.308	51723011	0.789696289905091	0	0	Secondary	NA	B	2704379055	2756102066	NA	NA
NA	MVP	16	1.0171	0.309	29820394	0.789696289905091	0	0	Secondary	NA	B	2836032653	2865853047	NA	NA
NA	MOXD1	6	1.01672	0.309	132296055	0.789696289905091	0	0	Secondary	NA	B	1202467741	1334763796	NA	NA
NA	NIPSNAP2	7	1.02041	0.308	55951793	0.789696289905091	0	0	Secondary	NA	B	1403002861	1458954654	NA	NA
NA	ENTPD2	9	1.018936	0.30823	137048098	0.789696289905091	0	0	Secondary	NA	B	1766574898	1903622996	NA	NA
NA	NT5C1A	1	-1.012258	0.311415	39659121	0.79095996592845	0	0	Secondary	NA	B	0	39659121	NA	NA
NA	EFHD2	1	1.012169	0.311457	15409895	0.79095996592845	0	0	Secondary	NA	B	0	15409895	NA	NA
NA	IBA57	1	1.014299	0.31044	228165815	0.79095996592845	0	0	Secondary	NA	B	0	228165815	NA	NA
NA	CLNS1A	11	-1.00842	0.313254	77514936	0.79095996592845	0	0	Secondary	NA	B	2097588750	2175103686	NA	NA
NA	MYCBP2	13	-1.008	0.3135	77044657	0.79095996592845	0	0	Secondary	NA	B	2424611154	2501655811	NA	NA
NA	PPP2R5C	14	1.0092	0.313	101761798	0.79095996592845	0	0	Secondary	NA	B	2568892738	2670654536	NA	NA
NA	AMDHD2	16	1.008	0.313	2520357	0.79095996592845	0	0	Secondary	NA	B	2836032653	2838553010	NA	NA
NA	LMAN1	18	1.0135	0.31081	59327823	0.79095996592845	0	0	Secondary	NA	B	3069060187	3128388010	NA	NA
NA	SEC14L3	22	-1.008	0.313454	30447959	0.79095996592845	0	0	Secondary	NA	B	3438078747	3468526706	NA	NA
NA	TRIO	5	1.01051	0.312251	14143702	0.79095996592845	0	0	Secondary	NA	B	992234598	1006378300	NA	NA
NA	CKMT2	5	1.012	0.311538	81233285	0.79095996592845	0	0	Secondary	NA	B	992234598	1073467883	NA	NA
NA	MBLAC2	5	1.009	0.312975	90458203	0.79095996592845	0	0	Secondary	NA	B	992234598	1082692801	NA	NA
NA	PLCXD3	5	1.01042	0.312295	41306954	0.79095996592845	0	0	Secondary	NA	B	992234598	1033541552	NA	NA
NA	UBR2	6	1.014	0.311	42564062	0.79095996592845	0	0	Secondary	NA	B	1202467741	1245031803	NA	NA
NA	FAM221A	7	1.01332	0.311	23680130	0.79095996592845	0	0	Secondary	NA	B	1403002861	1426682991	NA	NA
NA	ELAPOR1	1	1.007099	0.313887	109113679	0.79126237787234	0	0	Secondary	NA	B	0	109113679	NA	NA
NA	NUDCD3	7	1.00543	0.315	44379121	0.793392857142857	0	0	Secondary	NA	B	1403002861	1447381982	NA	NA
NA	DARS2	1	0.991685	0.321351	173824503	0.797415549413735	0	0	Secondary	NA	B	0	173824503	NA	NA
NA	HDGF	1	-0.995923	0.319287	156742107	0.797415549413735	0	0	Secondary	NA	B	0	156742107	NA	NA
NA	MTHFR	1	-0.993549	0.320442	11785723	0.797415549413735	0	0	Secondary	NA	B	0	11785723	NA	NA
NA	DCPS	11	-0.99588	0.319309	126303752	0.797415549413735	0	0	Secondary	NA	B	2097588750	2223892502	NA	NA
NA	TMEM25	11	-0.99602	0.319241	118531041	0.797415549413735	0	0	Secondary	NA	B	2097588750	2216119791	NA	NA
NA	PRMT3	11	0.99884	0.317871	20387530	0.797415549413735	0	0	Secondary	NA	B	2097588750	2117976280	NA	NA
NA	ALDH6A1	14	0.999	0.318	74056850	0.797415549413735	0	0	Secondary	NA	B	2568892738	2642949588	NA	NA
NA	SIPA1L1	14	0.992	0.321	71320449	0.797415549413735	0	0	Secondary	NA	B	2568892738	2640213187	NA	NA
NA	CDC42BPB	14	-0.9935	0.32	102932379	0.797415549413735	0	0	Secondary	NA	B	2568892738	2671825117	NA	NA
NA	DMXL2	15	0.99798	0.318	51447711	0.797415549413735	0	0	Secondary	NA	B	2704379055	2755826766	NA	NA
NA	BRSK1	19	-0.9915	0.321443	55282072	0.797415549413735	0	0	Secondary	NA	B	3179033054	3234315126	NA	NA
NA	HS1BP3	2	0.998	0.318	20560448	0.797415549413735	0	0	Secondary	NA	B	276724047	297284495	NA	NA
NA	CDS2	20	0.9965	0.319	5126786	0.797415549413735	0	0	Secondary	NA	B	3267584620	3272711406	NA	NA
NA	DLG1	3	0.99413	0.320159	197042560	0.797415549413735	0	0	Secondary	NA	B	548458626	745501186	NA	NA
NA	ADH1B	4	0.9947	0.32	99304964	0.797415549413735	0	0	Secondary	NA	B	775968409	875273373	NA	NA
NA	MSH3	5	0.99292	0.320748	80654648	0.797415549413735	0	0	Secondary	NA	B	992234598	1072889246	NA	NA
