Analyte	Gene	CHR	TWAS.Z	TWAS.P	P0	fdr_p	specific	topSNP	Discovery	NEW_hit	Tissue	P0_add	P0_cum	label_color	nudge_y
NA	DNM3	1	0.6169	0.5373	171841481	0.895677463140124	0	0	Secondary	NA	B	0	171841481	NA	NA
NA	KNG1	3	0.61683	0.537346	186717276	0.895677463140124	0	0	Secondary	NA	B	548458626	735175902	NA	NA
NA	C3orf33	3	-0.615	0.538555	155762612	0.897187800899888	0	0	Secondary	NA	B	548458626	704221238	NA	NA
NA	ANXA5	4	0.6144	0.539	121667955	0.897424395727937	0	0	Secondary	NA	B	775968409	897636364	NA	NA
NA	ABCD3	1	-0.61146	0.54089	94418377	0.897726610644258	0	0	Secondary	NA	B	0	94418377	NA	NA
NA	PDCD4	10	-0.6115	0.54087	110871807	0.897726610644258	0	0	Secondary	NA	B	1934034850	2044906657	NA	NA
NA	HSPA14	10	0.6122	0.54039	14838164	0.897726610644258	0	0	Secondary	NA	B	1934034850	1948873014	NA	NA
NA	AIFM3	22	0.61261	0.540132	20965108	0.897726610644258	0	0	Secondary	NA	B	3437918941	3458884049	NA	NA
NA	FBXL18	7	0.6117	0.541	5431335	0.897726610644258	0	0	Secondary	NA	B	1403002861	1408434196	NA	NA
NA	NUDT2	9	-0.61269	0.54008	34329506	0.897726610644258	0	0	Secondary	NA	B	1766574898	1800904404	NA	NA
NA	HM13	20	-0.6101	0.54179	31514428	0.898534143337066	0	0	Secondary	NA	B	3267424814	3298939242	NA	NA
NA	ALDH18A1	10	0.6062	0.54435	95605939	0.898941422841226	0	0	Secondary	NA	B	1934034850	2029640789	NA	NA
NA	KCNIP2	10	-0.6061	0.54443	101825974	0.898941422841226	0	0	Secondary	NA	B	1934034850	2035860824	NA	NA
NA	RDX	11	0.60876	0.543	110174880	0.898941422841226	0	0	Secondary	NA	B	2097428944	2207603824	NA	NA
NA	ARL6	3	0.6085	0.542855	97764521	0.898941422841226	0	0	Secondary	NA	B	548458626	646223147	NA	NA
NA	PLSCR1	3	0.60681	0.543977	146515180	0.898941422841226	0	0	Secondary	NA	B	548458626	694973806	NA	NA
NA	COQ3	6	-0.6067	0.544	99369400	0.898941422841226	0	0	Secondary	NA	B	1202467741	1301837141	NA	NA
NA	GTPBP10	7	-0.606	0.544	90335223	0.898941422841226	0	0	Secondary	NA	B	1403002861	1493338084	NA	NA
NA	NAPRT	8	0.60598	0.54453	143574785	0.898941422841226	0	0	Secondary	NA	B	1591733856	1735308641	NA	NA
NA	PLGRKT	9	0.60562	0.544767	5357973	0.898941422841226	0	0	Secondary	NA	B	1766574898	1771932871	NA	NA
NA	MRPS35	12	0.60358	0.54612	27710773	0.899670433815351	0	0	Secondary	NA	B	2261682439	2289393212	NA	NA
NA	TXNRD1	12	-0.60367	0.54606	104215779	0.899670433815351	0	0	Secondary	NA	B	2261682439	2365898218	NA	NA
NA	BSN	3	-0.60436	0.545605	49554489	0.899670433815351	0	0	Secondary	NA	B	548458626	598013115	NA	NA
NA	RUVBL1	3	-0.60198	0.547187	128064778	0.900927122846026	0	0	Secondary	NA	B	548458626	676523404	NA	NA
NA	PGD	1	-0.59831	0.54963	10398592	0.9010244420011	0	0	Secondary	NA	B	0	10398592	NA	NA
NA	ARHGAP22	10	0.5948	0.55194	48446034	0.9010244420011	0	0	Secondary	NA	B	1934034850	1982480884	NA	NA
NA	PTEN	10	-0.5981	0.54975	87863113	0.9010244420011	0	0	Secondary	NA	B	1934034850	2021897963	NA	NA
NA	PRICKLE1	12	-0.594	0.55251	42458338	0.9010244420011	0	0	Secondary	NA	B	2261682439	2304140777	NA	NA
NA	SLC7A8	14	0.596	0.551175	23125295	0.9010244420011	0	0	Secondary	NA	B	2568732932	2591858227	NA	NA
NA	RAB2B	14	-0.59951	0.548836	21459020	0.9010244420011	0	0	Secondary	NA	B	2568732932	2590191952	NA	NA
NA	FAM177A1	14	-0.59424	0.552352	35044907	0.9010244420011	0	0	Secondary	NA	B	2568732932	2603777839	NA	NA
NA	MRM3	17	0.59623	0.551	782273	0.9010244420011	0	0	Secondary	NA	B	2955820772	2956603045	NA	NA
NA	SHD	19	-0.5928	0.55333	4278601	0.9010244420011	0	0	Secondary	NA	B	3178873248	3183151849	NA	NA
NA	PCYOX1	2	-0.595	0.552	70257386	0.9010244420011	0	0	Secondary	NA	B	276724047	346981433	NA	NA
NA	EML4	2	0.595479	0.552	42169350	0.9010244420011	0	0	Secondary	NA	B	276724047	318893397	NA	NA
NA	LCLAT1	2	0.594194	0.552	30447226	0.9010244420011	0	0	Secondary	NA	B	276724047	307171273	NA	NA
NA	KIAA0930	22	-0.59849	0.549512	45190338	0.9010244420011	0	0	Secondary	NA	B	3437918941	3483109279	NA	NA
NA	TIMMDC1	3	0.59439	0.552254	119498532	0.9010244420011	0	0	Secondary	NA	B	548458626	667957158	NA	NA
NA	ITIH3	3	0.59905	0.549139	52794768	0.9010244420011	0	0	Secondary	NA	B	548458626	601253394	NA	NA
NA	MAPK10	4	0.596	0.551	86015123	0.9010244420011	0	0	Secondary	NA	B	775968409	861983532	NA	NA
NA	MTX3	5	-0.59348	0.553	79979761	0.9010244420011	0	0	Secondary	NA	B	992234598	1072214359	NA	NA
NA	PTK2B	8	-0.59287	0.55327	27311482	0.9010244420011	0	0	Secondary	NA	B	1591733856	1619045338	NA	NA
NA	ADHFE1	8	-0.59803	0.54982	66430185	0.9010244420011	0	0	Secondary	NA	B	1591733856	1658164041	NA	NA
NA	PNPLA7	9	-0.59924	0.549013	137459952	0.9010244420011	0	0	Secondary	NA	B	1766574898	1904034850	NA	NA
NA	FARS2	6	0.5909	0.555	5261044	0.903247252747253	0	0	Secondary	NA	B	1202467741	1207728785	NA	NA
NA	APPL2	12	0.58931	0.55565	105173296	0.9038085118067	0	0	Secondary	NA	B	2261682439	2366855735	NA	NA
NA	SGIP1	1	-0.58182	0.56069	66533383	0.903965676998369	0	0	Secondary	NA	B	0	66533383	NA	NA
NA	ANXA11	10	0.5845	0.55886	80150889	0.903965676998369	0	0	Secondary	NA	B	1934034850	2014185739	NA	NA
NA	DLAT	11	0.586	0.558	112024814	0.903965676998369	0	0	Secondary	NA	B	2097428944	2209453758	NA	NA
NA	DPAGT1	11	0.587	0.557	119096503	0.903965676998369	0	0	Secondary	NA	B	2097428944	2216525447	NA	NA
NA	UVRAG	11	-0.582	0.561	75815167	0.903965676998369	0	0	Secondary	NA	B	2097428944	2173244111	NA	NA
NA	WDFY2	13	0.58144	0.5609	51584508	0.903965676998369	0	0	Secondary	NA	B	2424451348	2476035856	NA	NA
NA	MAP2K4	17	-0.58283	0.56	12020824	0.903965676998369	0	0	Secondary	NA	B	2955820772	2967841596	NA	NA
NA	SRR	17	0.585	0.559	2303383	0.903965676998369	0	0	Secondary	NA	B	2955820772	2958124155	NA	NA
NA	SLC25A10	17	0.58517	0.558	81703374	0.903965676998369	0	0	Secondary	NA	B	2955820772	3037524146	NA	NA
NA	LRPPRC	2	-0.587532	0.557	43886508	0.903965676998369	0	0	Secondary	NA	B	276724047	320610555	NA	NA
NA	RNF114	20	0.582	0.56057	49936411	0.903965676998369	0	0	Secondary	NA	B	3267424814	3317361225	NA	NA
NA	PCP4	21	0.586	0.5581	39867317	0.903965676998369	0	0	Secondary	NA	B	3361319979	3401187296	NA	NA
NA	HEXB	5	-0.58657	0.557	74640023	0.903965676998369	0	0	Secondary	NA	B	992234598	1066874621	NA	NA
NA	SDHA	5	-0.585	0.559	218241	0.903965676998369	0	0	Secondary	NA	B	992234598	992452839	NA	NA
NA	PI16	6	0.5812	0.561	36954433	0.903965676998369	0	0	Secondary	NA	B	1202467741	1239422174	NA	NA
NA	RIGI	9	0.58346	0.559587	32455302	0.903965676998369	0	0	Secondary	NA	B	1766574898	1799030200	NA	NA
NA	RAD23B	9	-0.58142	0.560959	107283137	0.903965676998369	0	0	Secondary	NA	B	1766574898	1873858035	NA	NA
NA	TRAF2	9	-0.581	0.56124	136881912	0.903965676998369	0	0	Secondary	NA	B	1766574898	1903456810	NA	NA
NA	SELENBP1	1	0.57918	0.56247	151364302	0.905454423913044	0	0	Secondary	NA	B	0	151364302	NA	NA
NA	PLCH2	1	0.57735	0.5637	2425980	0.906941553503531	0	0	Secondary	NA	B	0	2425980	NA	NA
NA	GAP43	3	-0.57662	0.564198	115623324	0.907249986970684	0	0	Secondary	NA	B	548458626	664081950	NA	NA
NA	ATP8A2	13	0.576	0.5646	25372071	0.907403798155182	0	0	Secondary	NA	B	2424451348	2449823419	NA	NA
NA	ADGRL2	1	0.57451	0.56562	81306160	0.908550130151844	0	0	Secondary	NA	B	0	81306160	NA	NA
NA	SNCG	10	-0.5738	0.56608	86958618	0.908795454545455	0	0	Secondary	NA	B	1934034850	2020993468	NA	NA
NA	MTHFS	15	-0.5719	0.567	79833585	0.908795454545455	0	0	Secondary	NA	B	2704219249	2784052834	NA	NA
NA	FAM81A	15	-0.5725	0.567	59372693	0.908795454545455	0	0	Secondary	NA	B	2704219249	2763591942	NA	NA
NA	DNAJC13	3	-0.57319	0.566517	132417526	0.908795454545455	0	0	Secondary	NA	B	548458626	680876152	NA	NA
NA	GARS1	7	0.571	0.568	30594681	0.909905895078421	0	0	Secondary	NA	B	1403002861	1433597542	NA	NA
NA	OSCP1	1	-0.56836	0.56979	36415827	0.910076491662184	0	0	Secondary	NA	B	0	36415827	NA	NA
NA	NLRX1	11	-0.56603	0.571	119166568	0.910076491662184	0	0	Secondary	NA	B	2097428944	2216595512	NA	NA
NA	NTM	11	0.56852	0.57	131370478	0.910076491662184	0	0	Secondary	NA	B	2097428944	2228799422	NA	NA
NA	CRYL1	13	0.56921	0.5692	20403667	0.910076491662184	0	0	Secondary	NA	B	2424451348	2444855015	NA	NA
NA	DHRS7	14	-0.567	0.570714	60144120	0.910076491662184	0	0	Secondary	NA	B	2568732932	2628877052	NA	NA
NA	WARS1	14	0.56666	0.570945	100333788	0.910076491662184	0	0	Secondary	NA	B	2568732932	2669066720	NA	NA
NA	MAP2K1	15	0.568	0.57	66386817	0.910076491662184	0	0	Secondary	NA	B	2704219249	2770606066	NA	NA
NA	GPD1L	3	-0.56632	0.571179	32105689	0.910076491662184	0	0	Secondary	NA	B	548458626	580564315	NA	NA
NA	GAR1	4	-0.567	0.571	109815510	0.910076491662184	0	0	Secondary	NA	B	775968409	885783919	NA	NA
NA	SORBS2	4	0.5695	0.569	185585444	0.910076491662184	0	0	Secondary	NA	B	775968409	961553853	NA	NA
NA	SLC16A1	1	-0.565	0.57207	112911847	0.910516571735626	0	0	Secondary	NA	B	0	112911847	NA	NA
NA	HDDC2	6	-0.5653	0.572	125219962	0.910516571735626	0	0	Secondary	NA	B	1202467741	1327687703	NA	NA
NA	CAMK2D	4	-0.563	0.573	113451032	0.911017713365539	0	0	Secondary	NA	B	775968409	889419441	NA	NA
NA	YWHAZ	8	0.56386	0.57285	100916525	0.911017713365539	0	0	Secondary	NA	B	1591733856	1692650381	NA	NA
NA	PRTFDC1	10	0.5569	0.57762	24848607	0.911067085106383	0	0	Secondary	NA	B	1934034850	1958883457	NA	NA
NA	LHPP	10	-0.5597	0.57565	124461834	0.911067085106383	0	0	Secondary	NA	B	1934034850	2058496684	NA	NA
NA	PRDX3	10	-0.5559	0.57826	119167703	0.911067085106383	0	0	Secondary	NA	B	1934034850	2053202553	NA	NA
NA	HTATIP2	11	0.56203	0.574	20363685	0.911067085106383	0	0	Secondary	NA	B	2097428944	2117792629	NA	NA
NA	ATM	11	-0.55783	0.577	108222484	0.911067085106383	0	0	Secondary	NA	B	2097428944	2205651428	NA	NA
NA	C11orf54	11	-0.55728	0.577	93741591	0.911067085106383	0	0	Secondary	NA	B	2097428944	2191170535	NA	NA
NA	PPFIBP1	12	0.56125	0.57463	27523431	0.911067085106383	0	0	Secondary	NA	B	2261682439	2289205870	NA	NA
NA	RDH11	14	0.55666	0.577758	67676801	0.911067085106383	0	0	Secondary	NA	B	2568732932	2636409733	NA	NA
NA	NOP9	14	-0.556	0.578211	24299862	0.911067085106383	0	0	Secondary	NA	B	2568732932	2593032794	NA	NA
NA	TIMM13	19	0.563	0.57343	2425624	0.911067085106383	0	0	Secondary	NA	B	3178873248	3181298872	NA	NA
NA	DNAAF10	2	-0.556	0.578	68122936	0.911067085106383	0	0	Secondary	NA	B	276724047	344846983	NA	NA
NA	GRPEL1	4	-0.5613	0.575	7058906	0.911067085106383	0	0	Secondary	NA	B	775968409	783027315	NA	NA
NA	SPOCK1	5	0.55943	0.576	136975298	0.911067085106383	0	0	Secondary	NA	B	992234598	1129209896	NA	NA
NA	EXOC3	5	-0.55614	0.578	443158	0.911067085106383	0	0	Secondary	NA	B	992234598	992677756	NA	NA
NA	PREP	6	0.559	0.576	105277565	0.911067085106383	0	0	Secondary	NA	B	1202467741	1307745306	NA	NA
NA	ADCY1	7	-0.561	0.575	45574140	0.911067085106383	0	0	Secondary	NA	B	1403002861	1448577001	NA	NA
NA	GSR	8	0.562	0.57412	30678066	0.911067085106383	0	0	Secondary	NA	B	1591733856	1622411922	NA	NA
NA	DBT	1	-0.55484	0.57901	100186919	0.911279287991498	0	0	Secondary	NA	B	0	100186919	NA	NA
NA	GRM8	7	0.5549	0.579	126438598	0.911279287991498	0	0	Secondary	NA	B	1403002861	1529441459	NA	NA
NA	MYDGF	19	0.554	0.57958	4641374	0.911691959638874	0	0	Secondary	NA	B	3178873248	3183514622	NA	NA
NA	TOMM70	3	-0.553	0.580263	100363431	0.912281850318471	0	0	Secondary	NA	B	548458626	648822057	NA	NA
NA	EXD2	14	0.549	0.583005	69191511	0.913682968253968	0	0	Secondary	NA	B	2568732932	2637924443	NA	NA
NA	TIMM44	19	0.5494	0.58272	7926718	0.913682968253968	0	0	Secondary	NA	B	3178873248	3186799966	NA	NA
NA	PPM1K	4	-0.549	0.583	88257620	0.913682968253968	0	0	Secondary	NA	B	775968409	864226029	NA	NA
NA	HSPA4L	4	-0.5484	0.583	127781821	0.913682968253968	0	0	Secondary	NA	B	775968409	903750230	NA	NA
NA	PSD2	5	-0.55104	0.582	139795821	0.913682968253968	0	0	Secondary	NA	B	992234598	1132030419	NA	NA
NA	KHDRBS2	6	-0.5507	0.582	61679960	0.913682968253968	0	0	Secondary	NA	B	1202467741	1264147701	NA	NA
NA	UNG	12	0.54745	0.58407	109097574	0.914534302902375	0	0	Secondary	NA	B	2261682439	2370780013	NA	NA
NA	SNX4	3	-0.54649	0.58473	125446651	0.914534302902375	0	0	Secondary	NA	B	548458626	673905277	NA	NA
NA	EEFSEC	3	-0.54609	0.585003	128153454	0.914534302902375	0	0	Secondary	NA	B	548458626	676612080	NA	NA
NA	NCK1	3	0.54596	0.585092	136862208	0.914534302902375	0	0	Secondary	NA	B	548458626	685320834	NA	NA
NA	TREX1	3	-0.54692	0.584436	48465046	0.914534302902375	0	0	Secondary	NA	B	548458626	596923672	NA	NA
NA	SEPTIN2	2	-0.544	0.586	241315100	0.915470464135021	0	0	Secondary	NA	B	276724047	518039147	NA	NA
NA	RAP1A	1	0.54237	0.58756	111542218	0.915542837624803	0	0	Secondary	NA	B	0	111542218	NA	NA
NA	IDE	10	0.5429	0.58718	92451684	0.915542837624803	0	0	Secondary	NA	B	1934034850	2026486534	NA	NA
NA	GRK5	10	0.5414	0.58821	119207589	0.915542837624803	0	0	Secondary	NA	B	1934034850	2053242439	NA	NA
NA	BRSK1	19	0.542	0.58784	55282072	0.915542837624803	0	0	Secondary	NA	B	3178873248	3234155320	NA	NA
NA	SH3D19	4	0.5412	0.588	151102751	0.915542837624803	0	0	Secondary	NA	B	775968409	927071160	NA	NA
NA	SORCS2	4	-0.5413	0.588	7192538	0.915542837624803	0	0	Secondary	NA	B	775968409	783160947	NA	NA
NA	UNC5D	8	-0.5422	0.58768	35235457	0.915542837624803	0	0	Secondary	NA	B	1591733856	1626969313	NA	NA
NA	ATG4C	1	-0.53856	0.59019	62784135	0.915737443687795	0	0	Secondary	NA	B	0	62784135	NA	NA
NA	CAPN5	11	0.54073	0.589	77066932	0.915737443687795	0	0	Secondary	NA	B	2097428944	2174495876	NA	NA
NA	NUP50	22	0.54	0.589197	45163841	0.915737443687795	0	0	Secondary	NA	B	3437918941	3483082782	NA	NA
NA	GUF1	4	-0.5385	0.59	44678427	0.915737443687795	0	0	Secondary	NA	B	775968409	820646836	NA	NA
NA	ABCB8	7	0.539	0.59	151028423	0.915737443687795	0	0	Secondary	NA	B	1403002861	1554031284	NA	NA
NA	PPP3CC	8	-0.53877	0.59005	22440819	0.915737443687795	0	0	Secondary	NA	B	1591733856	1614174675	NA	NA
NA	PIP4K2C	12	0.537	0.59127	57591174	0.916932848167539	0	0	Secondary	NA	B	2261682439	2319273613	NA	NA
NA	APIP	11	-0.53621	0.592	34853094	0.91710460251046	0	0	Secondary	NA	B	2097428944	2132282038	NA	NA
NA	MYO1E	15	-0.5352	0.592	59134914	0.91710460251046	0	0	Secondary	NA	B	2704219249	2763354163	NA	NA
NA	CCDC91	12	0.53486	0.59274	28133249	0.917693834900731	0	0	Secondary	NA	B	2261682439	2289815688	NA	NA
NA	ADD1	4	0.5346	0.593	2843857	0.917693834900731	0	0	Secondary	NA	B	775968409	778812266	NA	NA
NA	TMTC4	13	0.53366	0.5936	100603927	0.918142663185379	0	0	Secondary	NA	B	2424451348	2525055275	NA	NA
NA	ERP29	12	0.53118	0.59529	112013316	0.92027608559499	0	0	Secondary	NA	B	2261682439	2373695755	NA	NA
NA	FNBP1	9	-0.53056	0.595724	129887187	0.920466608242045	0	0	Secondary	NA	B	1766574898	1896462085	NA	NA
NA	CPT2	1	0.52801	0.59749	53196429	0.920725480020758	0	0	Secondary	NA	B	0	53196429	NA	NA
NA	PDLIM1	10	0.5272	0.59808	95237572	0.920725480020758	0	0	Secondary	NA	B	1934034850	2029272422	NA	NA
NA	ESYT1	12	-0.529	0.59681	56118250	0.920725480020758	0	0	Secondary	NA	B	2261682439	2317800689	NA	NA
NA	TRIM25	17	-0.52736	0.598	56887909	0.920725480020758	0	0	Secondary	NA	B	2955820772	3012708681	NA	NA
NA	SPATS2L	2	0.528	0.597	200305881	0.920725480020758	0	0	Secondary	NA	B	276724047	477029928	NA	NA
NA	SYNJ1	21	-0.527	0.5982	32628759	0.920725480020758	0	0	Secondary	NA	B	3361319979	3393948738	NA	NA
NA	HIGD1A	3	-0.526	0.598888	42757177	0.920725480020758	0	0	Secondary	NA	B	548458626	591215803	NA	NA
NA	ARHGEF37	5	0.52606	0.599	149551947	0.920725480020758	0	0	Secondary	NA	B	992234598	1141786545	NA	NA
NA	PSPH	7	-0.5254	0.599	56011051	0.920725480020758	0	0	Secondary	NA	B	1403002861	1459013912	NA	NA
NA	SPTLC1	9	0.52983	0.596231	92031999	0.920725480020758	0	0	Secondary	NA	B	1766574898	1858606897	NA	NA
NA	ARF4	3	0.52511	0.599506	57571363	0.921025296680498	0	0	Secondary	NA	B	548458626	606029989	NA	NA
NA	PRRC1	5	-0.524	0.6	127517609	0.921306376360809	0	0	Secondary	NA	B	992234598	1119752207	NA	NA
NA	ITSN1	21	-0.524	0.6004	33642400	0.921442901554404	0	0	Secondary	NA	B	3361319979	3394962379	NA	NA
NA	EXOG	3	0.52282	0.601098	38496127	0.922036393578457	0	0	Secondary	NA	B	548458626	586954753	NA	NA
NA	ATAD3A	1	-0.5214	0.60209	1512151	0.922114226356589	0	0	Secondary	NA	B	0	1512151	NA	NA
NA	MRPS31	13	-0.52167	0.6019	40729296	0.922114226356589	0	0	Secondary	NA	B	2424451348	2465180644	NA	NA
NA	MCAT	22	-0.52096	0.602394	43132206	0.922114226356589	0	0	Secondary	NA	B	3437918941	3481051147	NA	NA
NA	PCM1	8	-0.52141	0.60208	17922840	0.922114226356589	0	0	Secondary	NA	B	1591733856	1609656696	NA	NA
NA	CFHR1	1	0.51972	0.60326	196819757	0.922486381001549	0	0	Secondary	NA	B	0	196819757	NA	NA
NA	BID	22	0.52	0.603064	17734140	0.922486381001549	0	0	Secondary	NA	B	3437918941	3455653081	NA	NA
NA	CPNE4	3	-0.51891	0.603824	131533555	0.922872388028896	0	0	Secondary	NA	B	548458626	679992181	NA	NA
NA	AHNAK2	14	-0.51665	0.605401	104937244	0.92326591868245	0	0	Secondary	NA	B	2568732932	2673670176	NA	NA
NA	TXNL4A	18	0.517	0.605156	79972867	0.92326591868245	0	0	Secondary	NA	B	3068900381	3148873248	NA	NA
NA	SGTA	19	-0.5164	0.60555	2754714	0.92326591868245	0	0	Secondary	NA	B	3178873248	3181627962	NA	NA
NA	CLASP2	3	0.51631	0.60564	33496245	0.92326591868245	0	0	Secondary	NA	B	548458626	581954871	NA	NA
NA	ATOX1	5	-0.517	0.605	151742316	0.92326591868245	0	0	Secondary	NA	B	992234598	1143976914	NA	NA
NA	SSH1	12	0.51552	0.60619	108782690	0.923629002057613	0	0	Secondary	NA	B	2261682439	2370465129	NA	NA
NA	EMC1	1	-0.514	0.60725	19215664	0.924010261672653	0	0	Secondary	NA	B	0	19215664	NA	NA
NA	RCSD1	1	-0.51468	0.60678	167630093	0.924010261672653	0	0	Secondary	NA	B	0	167630093	NA	NA
NA	SEC23IP	10	-0.5131	0.6079	119892711	0.924010261672653	0	0	Secondary	NA	B	1934034850	2053927561	NA	NA
NA	TEX2	17	-0.513	0.608	64147227	0.924010261672653	0	0	Secondary	NA	B	2955820772	3019967999	NA	NA
NA	RALB	2	-0.513027	0.608	120240064	0.924010261672653	0	0	Secondary	NA	B	276724047	396964111	NA	NA
NA	RNPEP	1	-0.5079	0.61153	201982372	0.924023409669211	0	0	Secondary	NA	B	0	201982372	NA	NA
NA	FBXO3	11	0.50547	0.613	33740939	0.924023409669211	0	0	Secondary	NA	B	2097428944	2131169883	NA	NA
NA	TMEM41B	11	-0.51023	0.61	9280654	0.924023409669211	0	0	Secondary	NA	B	2097428944	2106709598	NA	NA
NA	DHCR7	11	-0.508	0.611	71428193	0.924023409669211	0	0	Secondary	NA	B	2097428944	2168857137	NA	NA
NA	TALDO1	11	0.51167	0.609	747329	0.924023409669211	0	0	Secondary	NA	B	2097428944	2098176273	NA	NA
NA	HMBS	11	0.51025	0.61	119084866	0.924023409669211	0	0	Secondary	NA	B	2097428944	2216513810	NA	NA
NA	DECR2	16	-0.51135	0.609103	401826	0.924023409669211	0	0	Secondary	NA	B	2835872847	2836274673	NA	NA
NA	RALBP1	18	-0.5083	0.611246	9475009	0.924023409669211	0	0	Secondary	NA	B	3068900381	3078375390	NA	NA
NA	ADI1	2	0.506	0.613	3497361	0.924023409669211	0	0	Secondary	NA	B	276724047	280221408	NA	NA
NA	PCNT	21	0.511	0.6093	46324122	0.924023409669211	0	0	Secondary	NA	B	3361319979	3407644101	NA	NA
NA	IFT122	3	-0.506	0.612857	129440125	0.924023409669211	0	0	Secondary	NA	B	548458626	677898751	NA	NA
NA	CMBL	5	0.50678	0.612	10275875	0.924023409669211	0	0	Secondary	NA	B	992234598	1002510473	NA	NA
NA	FAM185A	7	-0.5122	0.609	102748971	0.924023409669211	0	0	Secondary	NA	B	1403002861	1505751832	NA	NA
NA	NRBP2	8	-0.50954	0.61038	143833594	0.924023409669211	0	0	Secondary	NA	B	1591733856	1735567450	NA	NA
NA	PSMD5	9	0.50687	0.612245	120815496	0.924023409669211	0	0	Secondary	NA	B	1766574898	1887390394	NA	NA
NA	NMRK1	9	-0.50782	0.611577	75060573	0.924023409669211	0	0	Secondary	NA	B	1766574898	1841635471	NA	NA
NA	LSP1	11	0.50477	0.614	1852970	0.924679808943089	0	0	Secondary	NA	B	2097428944	2099281914	NA	NA
NA	DNM1L	12	0.50428	0.61406	32679200	0.924679808943089	0	0	Secondary	NA	B	2261682439	2294361639	NA	NA
NA	SACM1L	3	0.50384	0.614372	45689056	0.924679808943089	0	0	Secondary	NA	B	548458626	594147682	NA	NA
NA	EPS8L2	11	-0.50317	0.615	694438	0.924685279187817	0	0	Secondary	NA	B	2097428944	2098123382	NA	NA
NA	CHMP2A	19	-0.503	0.61496	58551566	0.924685279187817	0	0	Secondary	NA	B	3178873248	3237424814	NA	NA
NA	MLEC	12	0.50237	0.61541	120686869	0.924780537252914	0	0	Secondary	NA	B	2261682439	2382369308	NA	NA
NA	ARPIN	15	0.5015	0.616	89899927	0.924780537252914	0	0	Secondary	NA	B	2704219249	2794119176	NA	NA
NA	HINT3	6	0.5015	0.616	125956781	0.924780537252914	0	0	Secondary	NA	B	1202467741	1328424522	NA	NA
NA	NUDC	1	-0.49945	0.61746	26900238	0.924787330316742	0	0	Secondary	NA	B	0	26900238	NA	NA
NA	PSMB4	1	-0.49485	0.62071	151399534	0.924787330316742	0	0	Secondary	NA	B	0	151399534	NA	NA
NA	CARS1	11	0.49376	0.621	3000922	0.924787330316742	0	0	Secondary	NA	B	2097428944	2100429866	NA	NA
NA	VWA8	13	-0.49573	0.6201	41566837	0.924787330316742	0	0	Secondary	NA	B	2424451348	2466018185	NA	NA
NA	GPC5	13	0.50011	0.617	91398675	0.924787330316742	0	0	Secondary	NA	B	2424451348	2515850023	NA	NA
NA	SPAG7	17	0.498	0.618	4959226	0.924787330316742	0	0	Secondary	NA	B	2955820772	2960779998	NA	NA
NA	CRLF3	17	0.49697	0.619	30769388	0.924787330316742	0	0	Secondary	NA	B	2955820772	2986590160	NA	NA
NA	SSTR2	17	0.49827	0.618	73165012	0.924787330316742	0	0	Secondary	NA	B	2955820772	3028985784	NA	NA
NA	MAP2K2	19	-0.495	0.6206	4090321	0.924787330316742	0	0	Secondary	NA	B	3178873248	3182963569	NA	NA
NA	NIT2	3	0.49536	0.620347	100334701	0.924787330316742	0	0	Secondary	NA	B	548458626	648793327	NA	NA
NA	CHL1	3	-0.49913	0.617688	196596	0.924787330316742	0	0	Secondary	NA	B	548458626	548655222	NA	NA
NA	LNPEP	5	0.49541	0.62	96935394	0.924787330316742	0	0	Secondary	NA	B	992234598	1089169992	NA	NA
NA	LYRM7	5	0.49718	0.619	131170810	0.924787330316742	0	0	Secondary	NA	B	992234598	1123405408	NA	NA
NA	ITGA1	5	0.4939	0.621	52787896	0.924787330316742	0	0	Secondary	NA	B	992234598	1045022494	NA	NA
NA	GDA	9	0.49882	0.617907	72114595	0.924787330316742	0	0	Secondary	NA	B	1766574898	1838689493	NA	NA
NA	STX17	9	-0.49736	0.618937	99906633	0.924787330316742	0	0	Secondary	NA	B	1766574898	1866481531	NA	NA
NA	GNG4	1	0.492	0.62272	235547687	0.924887450199203	0	0	Secondary	NA	B	0	235547687	NA	NA
NA	DNAJC9	10	0.4917	0.6229	73183362	0.924887450199203	0	0	Secondary	NA	B	1934034850	2007218212	NA	NA
NA	SERGEF	11	0.48842	0.625	17788048	0.924887450199203	0	0	Secondary	NA	B	2097428944	2115216992	NA	NA
NA	PLEKHA5	12	-0.48629	0.62676	19129714	0.924887450199203	0	0	Secondary	NA	B	2261682439	2280812153	NA	NA
NA	STAT6	12	0.48871	0.62504	57095408	0.924887450199203	0	0	Secondary	NA	B	2261682439	2318777847	NA	NA
NA	SH3GL3	15	-0.4865	0.627	83447228	0.924887450199203	0	0	Secondary	NA	B	2704219249	2787666477	NA	NA
NA	BMERB1	16	-0.48774	0.625731	15434295	0.924887450199203	0	0	Secondary	NA	B	2835872847	2851307142	NA	NA
NA	ECI1	16	-0.48657	0.626566	2239395	0.924887450199203	0	0	Secondary	NA	B	2835872847	2838112242	NA	NA
NA	LLGL2	17	0.48574	0.627	75525080	0.924887450199203	0	0	Secondary	NA	B	2955820772	3031345852	NA	NA
NA	NMT1	17	0.48696	0.626	45051610	0.924887450199203	0	0	Secondary	NA	B	2955820772	3000872382	NA	NA
NA	INPP1	2	-0.488863	0.625	190343470	0.924887450199203	0	0	Secondary	NA	B	276724047	467067517	NA	NA
