Analytes	ENSG_ID	Gene	Start	End	CHR	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	NormGroup	Strand	Type
X21662.121	ENSG00000143479	DYRK3	206635536	206684419	1	21662-121	3	SL013570	Dual specificity tyrosine-phosphorylation-regulated kinase 3	DYRK3	O43781	8444	DYRK3	S1	1	protein_coding
X21663.149	ENSG00000111728	ST8SIA1	22063773	22437041	12	21663-149	3	SL022499	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase	SIA8A	Q92185	6489	ST8SIA1	S2	-1	protein_coding
X21664.6	ENSG00000113648	MACROH2A1	135334381	135399914	5	21664-6	3	SL014647	Core histone macro-H2A.1	H2AY	O75367	9555	MACROH2A1	S1	-1	protein_coding
X21667.57	ENSG00000123360	PDE1B	54549601	54579239	12	21667-57	3	SL021450	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B	PDE1B	Q01064	5153	PDE1B	S2	1	protein_coding
X21670.52	ENSG00000198373	WWP2	69762328	69941741	16	21670-52	3	SL021745	NEDD4-like E3 ubiquitin-protein ligase WWP2	WWP2	O00308	11060	WWP2	S2	1	protein_coding
X21674.132	ENSG00000124557	BTN1A1	26500303	26510425	6	21674-132	3	SL005869	Butyrophilin subfamily 1 member A1	Butyrophilin 1A1	Q13410	696	BTN1A1	S1	1	protein_coding
X21676.17	ENSG00000197632	SERPINB2	63871692	63903888	18	21676-17	3	SL002790	PAI-2	PAI-2	P05120	5055	SERPINB2	S2	1	protein_coding
X21679.16	ENSG00000101542	CDH20	61333430	61555779	18	21679-16	3	SL007676	Cadherin-20	CAD20	Q9HBT6	28316	CDH20	S2	1	protein_coding
X21681.10	ENSG00000042980	ADAM28	24294069	24359014	8	21681-10	3	SL003684	ADAM 28	ADAM 28	Q9UKQ2	10863	ADAM28	S2	1	protein_coding
X21685.29	ENSG00000187323	DCC	52340197	53535899	18	21685-29	3	SL003344	DCC	DCC	P43146	1630	DCC	S2	1	protein_coding
X21687.3	ENSG00000166897	ELFN2	37367960	37427479	22	21687-3	3	SL022679	Protein phosphatase 1 regulatory subunit 29	PPR29	Q5R3F8	114794	ELFN2	S2	-1	protein_coding
X21688.50	ENSG00000115232	ITGA4	181457202	181538940	2	21688-50	3	SL004510	Very Late Antigen-4	VLA-4	P13612|P05556	3676	ITGA4|ITGB1	S1	1	protein_coding
X21688.50	ENSG00000150093	ITGB1	32887273	33005792	10	21688-50	3	SL004510	Very Late Antigen-4	VLA-4	P13612|P05556	3688	ITGA4|ITGB1	S1	-1	protein_coding
X21690.31	ENSG00000128594	LRRC4	128027071	128032107	7	21690-31	3	SL022651	Leucine-rich repeat-containing protein 4	LRRC4	Q9HBW1	64101	LRRC4	S2	-1	protein_coding
X21691.27	ENSG00000126243	LRFN3	35935358	35946624	19	21691-27	3	SL022658	Leucine-rich repeat and fibronectin type-III domain-containing protein 3	LRFN3	Q9BTN0	79414	LRFN3	S2	1	protein_coding
X21692.12	ENSG00000153563	CD8A	86784610	86808396	2	21692-12	3	SL022702	CD8A/CD8B Complex	CD8A/CD8B Complex	P01732|P10966	925	CD8A|CD8B	S1	-1	protein_coding
X21692.12	ENSG00000172116	CD8B	86815339	86861924	2	21692-12	3	SL022702	CD8A/CD8B Complex	CD8A/CD8B Complex	P01732|P10966	926	CD8A|CD8B	S1	-1	protein_coding
X21693.14	ENSG00000140945	CDH13	82626965	83800640	16	21693-14	3	SL007294	Cadherin-13	CAD13	P55290	1012	CDH13	S2	1	protein_coding
X21696.80	ENSG00000173621	LRFN4	66856647	66860475	11	21696-80	3	SL022657	Leucine-rich repeat and fibronectin type-III domain-containing protein 4	LRFN4	Q6PJG9	78999	LRFN4	S2	1	protein_coding
X21697.57						21697-57	3	SL022644	Adhesion G-protein coupled receptor F2	AGRF2	Q8IZF7	222611	ADGRF2	S2		
X21698.11	ENSG00000137809	ITGA11	68296532	68432163	15	21698-11	3	SL022706	Integrin a11b1	Integrin a11b1	Q9UKX5|P05556	22801	ITGA11|ITGB1	S1	-1	protein_coding
X21698.11	ENSG00000150093	ITGB1	32887273	33005792	10	21698-11	3	SL022706	Integrin a11b1	Integrin a11b1	Q9UKX5|P05556	3688	ITGA11|ITGB1	S1	-1	protein_coding
X21703.31	ENSG00000115170	ACVR1	157736251	157876330	2	21703-31	3	SL004127	Activin RIA	Activin RIA	Q04771	90	ACVR1	S2	-1	protein_coding
X21704.8	ENSG00000113555	PCDH12	141943581	141969741	5	21704-8	3	SL017512	Protocadherin-12	PCD12	Q9NPG4	51294	PCDH12	S1	-1	protein_coding
X21705.33	ENSG00000176845	METRNL	83079609	83095122	17	21705-33	3	SL022544	Meteorin-like protein	METRL	Q641Q3	284207	METRNL	S2	1	protein_coding
X21706.29	ENSG00000104974	LILRA1	54593582	54602381	19	21706-29	3	SL012376	Leukocyte immunoglobulin-like receptor subfamily A member 1	LIRA1	O75019	11024	LILRA1	S2	1	protein_coding
X21707.15	ENSG00000165985	C1QL3	16513734	16521879	10	21707-15	3	SL018449	Complement C1q-like protein 3	C1QL3	Q5VWW1	389941	C1QL3	S2	-1	protein_coding
X21708.149	ENSG00000104870	FCGRT	49506816	49526428	19	21708-149	3	SL014852	IgG receptor FcRn large subunit p51	FCGRN	P55899	2217	FCGRT	S2	1	protein_coding
X21710.16	ENSG00000165246	NLGN4Y	14522573	14845654	Y	21710-16	3	SL018445	Neuroligin-4, Y-linked	NLGNY	Q8NFZ3	22829	NLGN4Y	S2	1	protein_coding
X21711.86	ENSG00000181790	ADGRB1	142449430	142545009	8	21711-86	3	SL006980	Brain-specific angiogenesis inhibitor 1	BAI1	O14514	575	ADGRB1	S2	1	protein_coding
X21713.11	ENSG00000189056	RELN	103471381	103989658	7	21713-11	3	SL012470	Reelin	RELN	P78509	5649	RELN	S2	-1	protein_coding
X21715.40	ENSG00000079387	SENP1	48039784	48106079	12	21715-40	3	SL022659	Sentrin-specific protease 1	SENP1	Q9P0U3	29843	SENP1	S1	-1	protein_coding
X21716.29	ENSG00000180549	FUT7	137030174	137032088	9	21716-29	3	SL019014	Alpha-(1,3)-fucosyltransferase	FUT7	Q11130	2529	FUT7	S1	-1	protein_coding
X21717.44	ENSG00000140367	UBE2Q2	75843307	75901078	15	21717-44	3	SL022281	Ubiquitin-conjugating enzyme E2 Q2	UB2Q2	Q8WVN8	92912	UBE2Q2	S2	1	protein_coding
X21718.150	ENSG00000106302	HYAL4	123828983	123877481	7	21718-150	3	SL022647	Hyaluronidase-4	HYAL4	Q2M3T9	23553	HYAL4	S1	1	protein_coding
X21720.13	ENSG00000196968	FUT11	73772276	73780251	10	21720-13	3	SL018996	Alpha-(1,3)-fucosyltransferase 11	FUT11	Q495W5	170384	FUT11	S2	1	protein_coding
X21721.6	ENSG00000115526	CHST10	100391860	100417668	2	21721-6	3	SL022630	Carbohydrate sulfotransferase 10	CHSTA	O43529	9486	CHST10	S1	-1	protein_coding
X21722.21	ENSG00000259075	POC1B-GALNT4	89519408	89526262	12	21722-21	3	SL015072	Polypeptide N-acetylgalactosaminyltransferase 4	GALT4	Q8N4A0	100528030	GALNT4	S2	-1	protein_coding
X21724.22	ENSG00000141012	GALNS	88813734	88856970	16	21724-22	3	SL008688	N-acetylgalactosamine-6-sulfatase	GALNS	P34059	2588	GALNS	S2	-1	protein_coding
X21726.73	ENSG00000136840	ST6GALNAC4	127907886	127917041	9	21726-73	3	SL019136	Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase	SIA7D	Q9H4F1	27090	ST6GALNAC4	S2	-1	protein_coding
X21727.15	ENSG00000160714	UBE2Q1	154548577	154559028	1	21727-15	3	SL022665	Ubiquitin-conjugating enzyme E2 Q1	UB2Q1	Q7Z7E8	55585	UBE2Q1	S1	-1	protein_coding
X21728.4	ENSG00000036672	USP2	119355215	119381711	11	21728-4	3	SL022667	Ubiquitin carboxyl-terminal hydrolase 2	UBP2	O75604	9099	USP2	S1	-1	protein_coding
X21730.56	ENSG00000172046	USP19	49108046	49120938	3	21730-56	3	SL022672	Ubiquitin carboxyl-terminal hydrolase 19	UBP19	O94966	10869	USP19	S1	-1	protein_coding
X21732.78	ENSG00000160714	UBE2Q1	154548577	154559028	1	21732-78	3	SL022665	Ubiquitin-conjugating enzyme E2 Q1	UB2Q1	Q7Z7E8	55585	UBE2Q1	S1	-1	protein_coding
X21733.11	ENSG00000147162	OGT	71533087	71575892	X	21733-11	3	SL022694	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT1	O15294	8473	OGT	S1	1	protein_coding
X21734.36	ENSG00000106392	C1GALT1	7156934	7248616	7	21734-36	3	SL022703	C1GLT/C1GLC Complex	C1GLT/C1GLC Complex	Q9NS00|Q96EU7	56913	C1GALT1|C1GALT1C1	S2	1	protein_coding
X21734.36	ENSG00000171155	C1GALT1C1	120625674	120630054	X	21734-36	3	SL022703	C1GLT/C1GLC Complex	C1GLT/C1GLC Complex	Q9NS00|Q96EU7	29071	C1GALT1|C1GALT1C1	S2	-1	protein_coding
X21736.60	ENSG00000153936	HS2ST1	86914635	87109982	1	21736-60	3	SL022645	Heparan sulfate 2-O-sulfotransferase 1	HS2ST	Q7LGA3	9653	HS2ST1	S2	1	protein_coding
X21737.20	ENSG00000144057	ST6GAL2	106801600	106887108	2	21737-20	3	SL022661	Beta-galactoside alpha-2,6-sialyltransferase 2	SIAT2	Q96JF0	84620	ST6GAL2	S2	-1	protein_coding
X21739.7	ENSG00000159921	GNE	36214441	36277042	9	21739-7	3	SL022692	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	GLCNE	Q9Y223	10020	GNE	S1	-1	protein_coding
X21740.26	ENSG00000162607	USP1	62436297	62451804	1	21740-26	3	SL014658	Ubiquitin carboxyl-terminal hydrolase 1	UBP1	O94782	7398	USP1	S1	1	protein_coding
X21742.43	ENSG00000264522	OTUD7B	149937812	150010726	1	21742-43	3	SL022655	OTU domain-containing protein 7B	OTU7B	Q6GQQ9	56957	OTUD7B	S1	-1	protein_coding
X21743.1	ENSG00000114742	WDR48	39052013	39096671	3	21743-1	3	SL022664	WD repeat-containing protein 48	WDR48	Q8TAF3	57599	WDR48	S2	1	protein_coding
X21746.13	ENSG00000103194	USP10	84699986	84779922	16	21746-13	3	SL022669	Ubiquitin carboxyl-terminal hydrolase 10	UBP10	Q14694	9100	USP10	S1	1	protein_coding
X21747.114	ENSG00000177889	UBE2N	93405673	93441947	12	21747-114	3	SL022695	UBE2N (Ubc13)/Uev1a Complex	UBE2N/UB2V1 Complex	P61088|Q13404	7334	UBE2N|UBE2V1	S2	-1	protein_coding
X21747.114	ENSG00000124208	PEDS1-UBE2V1	50081124	50153637	20	21747-114	3	SL022695	UBE2N (Ubc13)/Uev1a Complex	UBE2N/UB2V1 Complex	P61088|Q13404	387522	UBE2N|UBE2V1	S2	-1	protein_coding
X21747.8	ENSG00000177889	UBE2N	93405673	93441947	12	21747-8	3	SL022695	UBE2N (Ubc13)/Uev1a Complex	UBE2N/UB2V1 Complex	P61088|Q13404	7334	UBE2N|UBE2V1	S2	-1	protein_coding
X21747.8	ENSG00000124208	PEDS1-UBE2V1	50081124	50153637	20	21747-8	3	SL022695	UBE2N (Ubc13)/Uev1a Complex	UBE2N/UB2V1 Complex	P61088|Q13404	387522	UBE2N|UBE2V1	S2	-1	protein_coding
X21748.36	ENSG00000109189	USP46	52590960	52659301	4	21748-36	3	SL022705	UBP46/WDR48 Complex	UBP46/WDR48 Complex	P62068|Q8TAF3	64854	USP46|WDR48	S2	-1	protein_coding
X21748.36	ENSG00000114742	WDR48	39052013	39096671	3	21748-36	3	SL022705	UBP46/WDR48 Complex	UBP46/WDR48 Complex	P62068|Q8TAF3	57599	USP46|WDR48	S2	1	protein_coding
X21750.25	ENSG00000163930	BAP1	52401008	52410008	3	21750-25	3	SL021847	Ubiquitin carboxyl-terminal hydrolase BAP1	BAP1	Q92560	8314	BAP1	S1	-1	protein_coding
X21751.6	ENSG00000152484	USP12	27066156	27171811	13	21751-6	3	SL022704	USP12/WDR48 Complex	USP12/WDR48 Complex	O75317|Q8TAF3	219333	USP12|WDR48	S2	-1	protein_coding
X21751.6	ENSG00000114742	WDR48	39052013	39096671	3	21751-6	3	SL022704	USP12/WDR48 Complex	USP12/WDR48 Complex	O75317|Q8TAF3	57599	USP12|WDR48	S2	1	protein_coding
X21752.10	ENSG00000126858	RHOT1	32142454	32253374	17	21752-10	3	SL022691	Mitochondrial Rho GTPase 1	MIRO1	Q8IXI2	55288	RHOT1	S2	1	protein_coding
X21754.5	ENSG00000019995	ZRANB1	124942123	124988189	10	21754-5	3	SL022678	Ubiquitin thioesterase ZRANB1	ZRAN1	Q9UGI0	54764	ZRANB1	S1	1	protein_coding
X21755.27	ENSG00000152484	USP12	27066156	27171811	13	21755-27	3	SL022670	Ubiquitin carboxyl-terminal hydrolase 12	UBP12	O75317	219333	USP12	S1	-1	protein_coding
X21756.5	ENSG00000177889	UBE2N	93405673	93441947	12	21756-5	3	SL022696	UBE2N/UBE2V2 Complex	UBE2N/UBE2V2 Complex	P61088|Q15819	7334	UBE2N|UBE2V2	S2	-1	protein_coding
X21756.5	ENSG00000169139	UBE2V2	48008415	48064708	8	21756-5	3	SL022696	UBE2N/UBE2V2 Complex	UBE2N/UBE2V2 Complex	P61088|Q15819	7336	UBE2N|UBE2V2	S2	1	protein_coding
X21757.49	ENSG00000124422	USP22	20999596	21043760	17	21757-49	3	SL022673	Ubiquitin carboxyl-terminal hydrolase 22	UBP22	Q9UPT9	23326	USP22	S1	-1	protein_coding
X21758.65	ENSG00000163904	SENP2	185582496	185633551	3	21758-65	3	SL022660	Sentrin-specific protease 2	SENP2	Q9HC62	59343	SENP2	S1	1	protein_coding
X21759.23	ENSG00000162607	USP1	62436297	62451804	1	21759-23	3	SL022697	UBP1/WDR48 Complex	UBP1/WDR48 Complex	O94782|Q8TAF3	7398	USP1|WDR48	S1	1	protein_coding
X21759.23	ENSG00000114742	WDR48	39052013	39096671	3	21759-23	3	SL022697	UBP1/WDR48 Complex	UBP1/WDR48 Complex	O94782|Q8TAF3	57599	USP1|WDR48	S1	1	protein_coding
X21760.22	ENSG00000130985	UBA1	47190861	47215128	X	21760-22	3	SL005329	Ubiquitin-activating enzyme E1	UBE1	P22314	7317	UBA1	S2	1	protein_coding
X21761.213	ENSG00000109189	USP46	52590960	52659301	4	21761-213	3	SL022291	Ubiquitin carboxyl-terminal hydrolase 46	UBP46	P62068	64854	USP46	S1	-1	protein_coding
X21762.32	ENSG00000102226	USP11	47232866	47248328	X	21762-32	3	SL014827	Ubiquitin carboxyl-terminal hydrolase 11	UBP11	P51784	8237	USP11	S1	1	protein_coding
X21763.46	ENSG00000114316	USP4	49277144	49340712	3	21763-46	3	SL022675	Ubiquitin carboxyl-terminal hydrolase 4	UBP4	Q13107	7375	USP4	S2	-1	protein_coding
X21764.99	ENSG00000135093	USP30	109023089	109088023	12	21764-99	3	SL022674	Ubiquitin carboxyl-terminal hydrolase 30	UBP30	Q70CQ3	84749	USP30	S1	1	protein_coding
X21765.10	ENSG00000083799	CYLD	50742050	50801935	16	21765-10	3	SL022631	Ubiquitin carboxyl-terminal hydrolase CYLD	CYLD	Q9NQC7	1540	CYLD	S2	1	protein_coding
X21766.50	ENSG00000181523	SGSH	80206716	80220923	17	21766-50	3	SL008569	N-sulphoglucosamine sulphohydrolase	SPHM	P51688	6448	SGSH	S2	-1	protein_coding
X21767.129	ENSG00000158089	GALNT14	30910467	31155202	2	21767-129	3	SL022643	Polypeptide N-acetylgalactosaminyltransferase 14	GLT14	Q96FL9	79623	GALNT14	S2	-1	protein_coding
X21768.9	ENSG00000152127	MGAT5	134119983	134454621	2	21768-9	3	SL007374	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A	MGT5A	Q09328	4249	MGAT5	S2	1	protein_coding
X21769.10	ENSG00000093217	XYLB	38346760	38421348	3	21769-10	3	SL022677	Xylulose kinase	XYLB	O75191	9942	XYLB	S1	1	protein_coding
X21770.18	ENSG00000109956	B3GAT1	134378504	134412242	11	21770-18	3	SL022629	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1	B3GA1	Q9P2W7	27087	B3GAT1	S2	-1	protein_coding
X21771.47	ENSG00000128268	MGAT3	39457012	39492194	22	21771-47	3	SL022690	Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	MGAT3	Q09327	4248	MGAT3	S2	1	protein_coding
X21780.15	ENSG00000100439	ABHD4	22598290	22612963	14	21780-15	3	SL022497	Protein ABHD4	ABHD4	Q8TB40	63874	ABHD4	S2	1	protein_coding
X21781.9	ENSG00000132744	ACY3	67642555	67650730	11	21781-9	3	SL008741	Aspartoacylase-2	ACY3	Q96HD9	91703	ACY3	S2	-1	protein_coding
X21786.25	ENSG00000138769	CDKL2	75576496	75630716	4	21786-25	3	SL022500	Cyclin-dependent kinase-like 2	CDKL2	Q92772	8999	CDKL2	S2	-1	protein_coding
X21793.4	ENSG00000213066	CEP43	166999174	167052718	6	21793-4	3	SL019465	FGFR1 oncogene partner	FR1OP	O95684	11116	CEP43	S2	1	protein_coding
X21796.43	ENSG00000211445	GPX3	151020591	151028988	5	21796-43	3	SL001886	Glutathione peroxidase 3	Glutathione peroxidase 3	P22352	2878	GPX3	S2	1	protein_coding
X21797.4	ENSG00000204525	HLA-C	31268749	31272130	6	21797-4	3	SL001907	HLA-C	HLA-C	P10321	3107	HLA-C	S2	-1	protein_coding
X21799.15	ENSG00000051128	HOMER3	18929201	18941261	19	21799-15	3	SL022065	Homer protein homolog 3	HOME3	Q9NSC5	9454	HOMER3	S2	-1	protein_coding
X21802.53	ENSG00000140398	NEIL1	75346955	75357115	15	21802-53	3	SL022136	Endonuclease 8-like 1	NEIL1	Q96FI4	79661	NEIL1	S2	1	protein_coding
X21804.15	ENSG00000256980	KHDC1L	73223544	73225770	6	21804-15	3	SL022083	Putative KHDC1-like protein	KHDCL	Q5JSQ8	100129128	KHDC1L	S2	-1	protein_coding
X21810.50	ENSG00000120215	MLANA	5890889	5910606	9	21810-50	3	SL002728	MART-1	MART-1	Q16655	2315	MLANA	S2	1	protein_coding
X21811.20	ENSG00000121766	ZCCHC17	31296982	31364953	1	21811-20	3	SL022296	Nucleolar protein of 40 kDa	NO40	Q9NP64	51538	ZCCHC17	S2	1	protein_coding
X21813.171	ENSG00000152127	MGAT5	134119983	134454621	2	21813-171	3	SL007374	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A	MGT5A	Q09328	4249	MGAT5	S2	1	protein_coding
X21814.13	ENSG00000168288	MMADHC	149569637	149587778	2	21814-13	3	SL020964	Methylmalonic aciduria and homocystinuria type D protein, mitochondrial	MMAD	Q9H3L0	27249	MMADHC	S2	-1	protein_coding
X21815.7	ENSG00000120162	MOB3B	27325209	27529814	9	21815-7	3	SL022111	MOB kinase activator 3B	MOB3B	Q86TA1	79817	MOB3B	S2	-1	protein_coding
X21817.5	ENSG00000101335	MYL9	36541497	36551447	20	21817-5	3	SL011290	Myosin, light chain 9, regulatory	MYL9	P24844	10398	MYL9	S2	1	protein_coding
X21819.9	ENSG00000204356	NELFE	31952087	31959038	6	21819-9	3	SL014730	Negative elongation factor E	NELFE	P18615	7936	NELFE	S2	-1	protein_coding
X2182.54	ENSG00000244731	C4A	31982057	32002681	6	2182-54	1	SL000318	Complement C4b	C4b	P0C0L4|P0C0L5	720	C4A|C4B	S3	1	protein_coding
X2182.54	ENSG00000233312					2182-54	1	SL000318	Complement C4b	C4b	P0C0L4|P0C0L5	100293534	C4A|C4B	S3		
X21821.9	ENSG00000289549	PPIAL4D	145241415	145242174	1	21821-9	3	SL021179	Peptidyl-prolyl cis-trans isomerase A-like 4D	PAL4D	F5H284	645142	None	S1	-1	protein_coding
X21823.5	ENSG00000115241	PPM1G	27381195	27409591	2	21823-5	3	SL022184	Protein phosphatase 1G	PPM1G	O15355	5496	PPM1G	S2	-1	protein_coding
X21827.7	ENSG00000119729	RHOQ	46541806	46584688	2	21827-7	3	SL021495	Rho-related GTP-binding protein RhoQ	RHOQ	P17081	23433	RHOQ	S2	1	protein_coding
X21828.6	ENSG00000118705	RPN2	37178410	37241619	20	21828-6	3	SL011101	Ribophorin II	RPN2	P04844	6185	RPN2	S2	1	protein_coding
X21829.8	ENSG00000112306	RPS12	132814569	132817564	6	21829-8	3	SL013022	40S ribosomal protein S12	RS12	P25398	6206	RPS12	S2	1	protein_coding
X21832.31	ENSG00000057149	SERPINB3	63655197	63661893	18	21832-31	3	SL001958	Squamous cell carcinoma antigen 1	SCCA1	P29508	6317	SERPINB3	S1	-1	protein_coding
X21833.6	ENSG00000077463	SIRT6	4174109	4182566	19	21833-6	3	SL005452	silent mating type information regulation 2 homolog	sirtuin	Q8N6T7	51548	SIRT6	S2	-1	protein_coding
X21834.8	ENSG00000159210	SNF8	48929316	48944842	17	21834-8	3	SL008758	Vacuolar-sorting protein SNF8	SNF8	Q96H20	11267	SNF8	S2	-1	protein_coding
X21836.9	ENSG00000139874	SSTR1	38207904	38213067	14	21836-9	3	SL014761	Somatostatin receptor type 1	SSR1	P30872	6751	SSTR1	S1	1	protein_coding
X21837.3	ENSG00000163479	SSR2	156009048	156020951	1	21837-3	3	SL017388	Translocon-associated protein subunit beta	SSRB	P43308	6746	SSR2	S1	-1	protein_coding
X21839.3	ENSG00000110777	POU2AF1	111352255	111455630	11	21839-3	3	SL007460	POU domain class 2-associating factor 1	OBF1	Q16633	5450	POU2AF1	S2	-1	protein_coding
X21848.18	ENSG00000107341	UBE2R2	33817160	33920399	9	21848-18	3	SL013182	Ubiquitin-conjugating enzyme E2 R2	UB2R2	Q712K3	54926	UBE2R2	S2	1	protein_coding
X21849.2	ENSG00000175520	UBQLN3	5507300	5509958	11	21849-2	3	SL006731	Ubiquilin-3	UBQL3	Q9H347	50613	UBQLN3	S2	-1	protein_coding
X21853.3	ENSG00000150048	CLEC1A	10069554	10111627	12	21853-3	3	SL013468	CLEC-1	CLC1A	Q8NC01	51267	CLEC1A	S2	-1	protein_coding
X21856.59	ENSG00000138030	KHK	27086772	27100762	2	21856-59	3	SL008840	Ketohexokinase	KHK	P50053	3795	KHK	S2	1	protein_coding
X21857.26	ENSG00000204628	RACK1	181236897	181248096	5	21857-26	3	SL004936	Guanine nucleotide-binding protein subunit beta-2-like 1	RACK1	P63244	10399	RACK1	S2	-1	protein_coding
X21858.25	ENSG00000196470	SIAH1	48356364	48448402	16	21858-25	3	SL022224	E3 ubiquitin-protein ligase SIAH1	SIAH1	Q8IUQ4	6477	SIAH1	S1	-1	protein_coding
X21861.8	ENSG00000205220	PSMB10	67934506	67936864	16	21861-8	3	SL016424	Proteasome subunit beta type-10	PSB10	P40306	5699	PSMB10	S2	-1	protein_coding
X21862.145	ENSG00000002834	LASP1	38869859	38921770	17	21862-145	3	SL004612	LIM and SH3 domain protein 1	LASP-1	Q14847	3927	LASP1	S2	1	protein_coding
X21863.11	ENSG00000095906	NUBP2	1782932	1789186	16	21863-11	3	SL022147	Cytosolic Fe-S cluster assembly factor NUBP2	NUBP2	Q9Y5Y2	10101	NUBP2	S2	1	protein_coding
X21864.20	ENSG00000198042	MAK16	33485182	33501262	8	21864-20	3	SL022099	Protein MAK16 homolog	MAK16	Q9BXY0	84549	MAK16	S2	1	protein_coding
X21875.31	ENSG00000156639	ZFAND3	37819727	38154624	6	21875-31	3	SL022297	AN1-type zinc finger protein 3	ZFAN3	Q9H8U3	60685	ZFAND3	S2	1	protein_coding
X21876.266	ENSG00000100151	PICK1	38056311	38075701	22	21876-266	3	SL022168	PRKCA-binding protein	PICK1	Q9NRD5	9463	PICK1	S2	1	protein_coding
X21883.17	ENSG00000112175	BMP5	55753653	55875590	6	21883-17	3	SL003992	Bone morphogenetic protein 5	BMP-5	P22003	653	BMP5	S2	-1	protein_coding
X21885.196	ENSG00000116001	TIA1	70209444	70248660	2	21885-196	3	SL014770	Nucleolysin TIA-1 isoform p40	TIA1	P31483	7072	TIA1	S2	-1	protein_coding
X21887.2	ENSG00000141668	CBLN2	72536680	72638521	18	21887-2	3	SL012665	Cerebellin-2	CBLN2	Q8IUK8	147381	CBLN2	S2	-1	protein_coding
X21889.2	ENSG00000006625	GGCT	30496621	30504841	7	21889-2	3	SL008710	Uncharacterized protein C7orf24	CG024	O75223	79017	GGCT	S2	-1	protein_coding
X21891.31	ENSG00000144152	FBLN7	112138385	112188218	2	21891-31	3	SL022635	Fibulin-7	FBLN7	Q53RD9	129804	FBLN7	S2	1	protein_coding
X21895.36	ENSG00000272395	IFNL4	39246314	39248856	19	21895-36	3	SL022648	Interferon lambda-4	IFNL4	K9M1U5	101180976	None	S2	-1	protein_coding
X21897.4	ENSG00000112115	IL17A	52186375	52190638	6	21897-4	3	SL022740	IL-17/IL-17F	IL-17/ IL-17F	Q16552|Q96PD4	3605	IL17A|IL17F	S1	1	protein_coding
X21897.4	ENSG00000112116	IL17F	52236681	52245689	6	21897-4	3	SL022740	IL-17/IL-17F	IL-17/ IL-17F	Q16552|Q96PD4	112744	IL17A|IL17F	S1	-1	protein_coding
X21899.36	ENSG00000123999	INHA	219569162	219575711	2	21899-36	3	SL004835	inhibin A	inhibin A	P05111|P08476	3623	INHA|INHBA	S1	1	protein_coding
X21899.36	ENSG00000122641	INHBA	41667168	41705834	7	21899-36	3	SL004835	inhibin A	inhibin A	P05111|P08476	3624	INHA|INHBA	S1	-1	protein_coding
X2190.55	ENSG00000088926	F11	186266189	186289681	4	2190-55	1	SL002662	Coagulation Factor XI	Coagulation Factor XI	P03951	2160	F11	S2	1	protein_coding
X21901.14	ENSG00000005884	ITGA3	50055968	50090481	17	21901-14	3	SL003180	Integrin a3b1	Integrin a3b1	P26006|P05556	3675	ITGA3|ITGB1	S1	1	protein_coding
X21901.14	ENSG00000150093	ITGB1	32887273	33005792	10	21901-14	3	SL003180	Integrin a3b1	Integrin a3b1	P26006|P05556	3688	ITGA3|ITGB1	S1	-1	protein_coding
X21903.6	ENSG00000005844	ITGAL	30472658	30523567	16	21903-6	3	SL014389	Integrin alpha L beta 2	Integrin aLb2	P20701|P05107	3683	ITGAL|ITGB2	S1	1	protein_coding
X21903.6	ENSG00000160255	ITGB2	44885953	44931989	21	21903-6	3	SL014389	Integrin alpha L beta 2	Integrin aLb2	P20701|P05107	3689	ITGAL|ITGB2	S1	-1	protein_coding
X21905.10	ENSG00000164171	ITGA2	52989340	53094779	5	21905-10	3	SL022741	Integrin alpha-2/b1	Integrin alpha-2/ b1	P17301|P05556	3673	ITGA2|ITGB1	S1	1	protein_coding
X21905.10	ENSG00000150093	ITGB1	32887273	33005792	10	21905-10	3	SL022741	Integrin alpha-2/b1	Integrin alpha-2/ b1	P17301|P05556	3688	ITGA2|ITGB1	S1	-1	protein_coding
X21909.10	ENSG00000161638	ITGA5	54395261	54419266	12	21909-10	3	SL003181	Integrin a5b1	Integrin a5b1	P08648|P05556	3678	ITGA5|ITGB1	S1	-1	protein_coding
X21909.10	ENSG00000150093	ITGB1	32887273	33005792	10	21909-10	3	SL003181	Integrin a5b1	Integrin a5b1	P08648|P05556	3688	ITGA5|ITGB1	S1	-1	protein_coding
X21909.2	ENSG00000161638	ITGA5	54395261	54419266	12	21909-2	3	SL003181	Integrin a5b1	Integrin a5b1	P08648|P05556	3678	ITGA5|ITGB1	S1	-1	protein_coding
